PROVIDER NAME,EMIRATE,NETWORK_TIER,AREA,TELEPHONE,PROVIDER TYPE,lat,lon
UNIQUE AL AHALIA PHARMACY - BRANCH 1,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BEHIND LIWA CENTER,HAMDAN STREET",02-6352775,PHARMACY,24.487086,54.361563
PRIME LONDON PHARMACY LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","KHALIFA BIN SHAKHBOUT, VILLA 253",02-4443034,PHARMACY,24.462214,54.355895
BURJEEL PHARMACY L.L.C. - BRANCH 13,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","LEVEL 1 51, YAS MALL, YAS ISLAND ,",02-2054505,PHARMACY,24.487473,54.611597
SALAMATK PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SAS AL NAKHL VILLAGE, KHALIFA CITY",02-5588018,PHARMACY,24.407321,54.526507
GERMAN ADVANCE MEDICAL CENTRE PHARMACY - SOLE PROPRIETORSHIP L.L.C.,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","FRESH AND MORE MARKET, DELMA ST",02-5647006,PHARMACY,24.464608,54.382048
BURJEEL PHARMACY L.L.C- BRANCH 1,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR LLH MEDICAL CENTRE,MUSAFFAH",02-6412019,PHARMACY,24.40618,54.56917
BAIN AL JESRAIN PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BUILDING 56, AL MAQTA,",02-5588842,PHARMACY,24.405976,54.504209
WELL CARE PHARMACY LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BEHIND HONDA SHOWROOM, ELECTRA STRE",02-6779888,PHARMACY,24.490058,54.372049
SAMA ALSHAMKHA PHARMACY LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ALSHAMKHA, NEAR ADNOC",02-5866019,PHARMACY,24.363534,54.689932
AL FAQA HEATLH CENTER PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",BESIDE AL FAQA POLICE STATION,02-7331122,PHARMACY,24.715468,55.620988
AL MUSHRIF CHILDREN'S SP. CENT PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEXT TO KAZAKHSTAN EMBASSY,MUSHRIF",02-6104000,PHARMACY,24.435475,54.403359
MADINAT MOHAMED BIN ZAYED HCC PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ZONE 51 MBZ, NEAR EMIRATES SCHOOL",02-8005000,PHARMACY,24.333129,54.557719
SIR BANIYAS CLINIC PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","HOSPITAL BLG,MOHD KALAF ST,GHARBIA",02-8070000,PHARMACY,24.483393,54.361233
MUBARAK PHARMACY - BRANCH 1,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",BANIYAS,02-5837796,PHARMACY,24.258123,54.629883
NEW PHARMACY COMPANY WLL BRANCH 2,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","KHALIFA CITY - PLOT NO. P-1, SE-4,",02-6342877,PHARMACY,24.410898,54.570281
EXTRA CARE PHARMACY LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MOHAMMED AL MAZROUI BUILDING,SHOP 1",02-6716665,PHARMACY,24.48688,54.373198
MEDICAL PARK PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL BATEEN STREET, NEAR BNP PARIBAS",02-3048888,PHARMACY,24.462221,54.34364
BEDA AL MUTAWA MEDICAL CENTER PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL GHARBIA HOSPITALS ADMIN BLD,",02-8070000,PHARMACY,23.650813,53.675833
ABU AL ABYAD PHC PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL GHARBIA HOSPITALS ADMIN BLD,",02-8070000,PHARMACY,23.650208,53.675708
DISEASE PREVENTION & SCREENING CENTRE PH,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",DISEASE PREVENTION CENTRE,02-8190000,PHARMACY,23.658109,53.890077
MEDICINA AL FALAH PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL FALAH VILLAGE CENTRE 5, V5-VC ST",02-5846880,PHARMACY,24.434884,54.731653
MEDICINA PHARMACY - BRANCH 1,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","CAPITAL HOUSE BUILDING, AL KHALEEJ",02-4416232,PHARMACY,24.498474,54.385621
MEDICINA PHARMACY BRANCH 2,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",BANIYAS WEST,02-5501800,PHARMACY,24.301522,54.617795
DAR AL SHIFAA PHARMACY LLC - BRANCH 2,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","1ST FLR. DALMA MALL,MUSSAFAH",02-6900888,PHARMACY,24.33315,54.52409
BURJEEL PHARMACY L.L.C. - BRANCH 12,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MEDEOR MC LLC,PRECINCT, AL ZEINA",02-2054306,PHARMACY,24.480375,54.369522
SUPERCARE PHARMACY-BRANCH OF ABU DHABI 3,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","REEF COMMUNITY, AL SHAHAMA,",02-5821044,PHARMACY,24.457248,54.674256
GOLDEN TULIP PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",M17 SHANIYA  MUSAFFAH INDUSTRIAL,02-5556608,PHARMACY,24.363064,54.491273
AL FURQAN PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",TOURIST CLUB AREA,02-6440077,PHARMACY,24.49001,54.384304
ALL CARE PHARMACY L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",DELMA STREET,02-6722758,PHARMACY,24.464094,54.379811
ASTER PHARMACIES GROUP L.L.C-BRANCH OF ABU DHABI 5,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BUILDING NO 7, ZAYED STREET, ELECTR",02-4489240,PHARMACY,24.490651,54.364822
MEDICLINIC PHARMACY - BANIYAS,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",BANIYAS EAST,02-5668800,PHARMACY,24.287901,54.64786
GREEN HILLS PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",MUSSAFAH,02-5549080,PHARMACY,24.322934,54.538402
HOPE PHARMACY L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL MAFRAQ INDUSTRIAL AREA,02-5552687,PHARMACY,24.285272,54.600724
SARHAD PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",MUSAFFAH SANAIYA M2 NEAR ARAMAX,02-5551429,PHARMACY,24.377365,54.519116
NATURAL LIFE PHARMACY LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","DALMA MALL, SECOND FLOOR,",02-5535548,PHARMACY,24.333369,54.524823
HEALTH POINT PHARMACY LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","PLOT NO-11,BUILDING NO-3,SHOP NO-5,INDUSTRIAL AREA,MUSAFFAH",02-5590203,PHARMACY,24.36543,54.516766
TOP CARE PHARMACY BRANCH 1,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",ICAD RESIDENTIAL CITY,02-6665131,PHARMACY,24.338996,54.489732
MEDICLINIC PHARMACY - KHALIFA CITY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","VILLA, NEAR POLICE STATION,KHALIFA",02-8856700,PHARMACY,24.439122,54.596517
BENEFICIAL PHARMACY L.L.C.,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SANAYAH, MUSSAFAH",02-5466025,PHARMACY,24.347449,54.500804
AL MANARA AL RUWAIS PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR LULU HYPERMARKET, RUWAIS MAL",02-8760210,PHARMACY,24.075847,52.672255
AL MANARA PHARMACY AL SHAWAMEKH,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MAKANI MALL, AL SHAMKAH,",02-5850131,PHARMACY,24.387844,54.722907
AL MANARA PHARMACY ALCORNICHE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NATION TOWER,  CORNICHED ROAD,",02-6675454,PHARMACY,24.464967,54.32896
AL MANARA PHARMACY BAWABAT ALSHARQ LLC - SOLE PROPRIETORSHIP L.L.C.,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",BAWABAT ALSHARQ MALL,50-8797823,PHARMACY,24.310652,54.620631
AL MANARA PHARMACY CAPITAL MALL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","IN FRONT OF LULU HYPERMARKET, CAPIT",02-4447642,PHARMACY,24.376251,54.530205
AL MANARA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",OPPOSITE LIWA PARK,02-8840497,PHARMACY,24.491351,54.360865
AL MANARA PHARMACY YAS MALL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",YAS MALL,02-5650770,PHARMACY,24.488873,54.610052
"THE SPECIALIST DIABETES TREATMENT ""&"" RESEARCH CENTRE ( IMPERIAL COLLEGE LONDON DIABETES CENTRE ) L.L.C - OUTPATIENT PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH 2",AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",ZAYED SPORTS CITY- HEALTH POINT HOSPITAL,02-4929818,PHARMACY,24.42024,54.428313
PARAGON PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SULTAN BIN ZAYED STREET, AL MUROOR, NEAR IPIC",02-4480525,PHARMACY,24.459114,54.38876
MEDICINA PHARMACY - BRANCH 4,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AMAYA TOWERS, SHAMS ABU DHABI, AL REEM ISLAND",02-6500168,PHARMACY,24.511102,54.40589
MEDICINA PHARMACY - BRANCH 5,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MADINAT ZAYED WEST 4, AL DHAFRA,AL DHAFRA SPORTS AND CULTURAL CLUB BUILDING",02-8835468,PHARMACY,24.405765,54.517648
MEDICINA PHARMACY - BRANCH 6,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL FALAH VILLAGE CENTRE 4, NEW AL FALAH",02-5844114,PHARMACY,24.443602,54.740134
MEDICINA PHARMACY - BRANCH 7,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ARMED FORCES COOPERATIVE SOCIETY, ABU DHABI GATE CITY",02-8865844,PHARMACY,24.397793,54.498513
PHOENIX HOSPITAL PHARMACY L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","PLOT-1, SHABIA 10, MUSSAFAH, ABU DHABI, UAE",02-6151525,PHARMACY,24.332543,54.530814
HEALTH TIME PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BANIYAS WEST (CHINACAMP), BLDG. 08, PLOT F2C4-8, AL-MAFRAQ INDUSTRIAL 2",02-5554006,PHARMACY,24.259581,54.629669
MEDI CURE PHARMACY L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL JABER LABOUR CAMP, MAFRAQ WORKERS CITY 1, BANIYAS WEST,",02-6228383,PHARMACY,24.284191,54.606845
ALPHA CARE PHARMACY L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL FIRDOUS CENTRE, OPP. AL FAHIM,MUSAFFAH",02-5558383,PHARMACY,24.370816,54.577175
NOOR ALAHLI PHARMACY BRANCH-1,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MUSAFFAH ICAD RESIDENTIAL CITY, MEZZANINE FLOOR, AL MADINA MALL",02-6146723,PHARMACY,24.339302,54.489707
NOOR ALAHLI PHARMACY - BRANCH 2,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ABU SHAKRA BUILDING, ME-9 MUSSAFFAH,",02-5522309,PHARMACY,24.343457,54.530068
NOOR ALAHLI PHARMACY - BRANCH 4,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ABU SHAKRA BUILDING, ME-9 MUSSAFFAH,",02-5522309,PHARMACY,24.277182,54.643632
WESTERN TOWERS AL AHALIA PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MZE 19, PLOTE NO: 158, SHOPE NO:10, SANAYA MADINA ZAYED,",02-8841020,PHARMACY,23.662156,53.729111
NOOR ALAHLI PHARMACY - BRANCH 7,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR AHALIA HOSPITAL, HAMDAN ST,",02-5522309,PHARMACY,24.487944,54.360312
AL AHALIA NATIONAL PHARMACY LLC - BRANCH 1,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SOUTH BLOCK AHALIA HOSPITAL BUILDING, TARIFF ROAD , M-24 MUSSAFAH,",02-5597090,PHARMACY,24.362246,54.524268
SWEDISH MEDICAL CENTRE PHARMACY LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","VILLA # TT7-AST. 9 OPPOSITE OF SPINNEYS,KHALIDIYAH",02-6811122,PHARMACY,24.465927,54.335937
AL MANARA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",QARYAT SOUQ AL BERI,02-6261403,PHARMACY,24.469676,54.342764
AL MANARA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",DALMA MALL,02-4416010,PHARMACY,24.332606,54.523205
AL MANARA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","CAPITAL CENTER DISTRICT, ADNEC",02-6814644,PHARMACY,24.419853,54.443097
AL MANARA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL MUSHRIF COOPERATIVE SOCIETY, NEAR BENIN EMBASSY",02-6662144,PHARMACY,24.408928,54.491431
AL MANARA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEW YORK UNIVERSITY, SAADIYAT MARINA DISTRICT",02-6664325,PHARMACY,24.469682,54.342775
ALMANARA ALRAEDA PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",SAADIYAT,02-6438811,PHARMACY,24.464625,54.386779
AL MANARA PHARMACY - SOLE PROPRIETORSHIP LL.C. - BRANCH,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL FORSAN VILLAGE TOWNS QUARE,02-4481850,PHARMACY,24.464619,54.386773
AL MANARA PHARMACY - SOLE  PROPRIETORSHIP L.L.C. - BRANCH,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",ABU DHABI MALL,02-6452112,PHARMACY,24.528884,54.371439
YATEEM PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",KHALIFA CITY A,02-6666571,PHARMACY,24.39825,54.560316
WELLNESS PHARMACY L.L.C.,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","VILLA NO: 111, 21 DIHAN STREET, OPP. SHEIKH KHALIFA PAK SCHOOL, MUROOR ROAD",02-6422424,PHARMACY,24.443236,54.398081
HEALTH FIRST PHARMACY BRANCH 15,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP NO 91,FIRST FLOOR,BAWABAT AL SHARQ MALL, BANIYAS EAST",02-5851992,PHARMACY,24.476586,54.353174
BURJEEL AL REEM PHARMACY LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","GATE AND ARC TOWERS, AL REEM ISLAND,",02-3079999,PHARMACY,24.494789,54.408068
BURJEEL PHARMACY AL MARINA LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","GROUND FLOOR MARINA MALL, BESIDE MERCEDES BENZ SHOWROOM",02-3338333,PHARMACY,24.476929,54.319435
EMERALD PHARMACY LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP # 8,BUILDING # 308,16 STREET,MUSSAFAH 37",02-5554165,PHARMACY,24.361469,54.502527
MEDSTAR HAMDAN PHARMACY LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","HAMDAN STREET,",02-6722117,PHARMACY,24.495262,54.371501
MEDSTAR PHARMACY ICAD RESIDINTIAL LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ICAD, MUSAFFAH",02-4066809,PHARMACY,24.339086,54.489875
STAR AL AHALIA PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR GAYATHI MARKET, GAYATHI",02-8744060,PHARMACY,23.843496,52.808406
ROYAL INTERNATIONAL PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",MAFRAQ SANAYA,02-5833735,PHARMACY,24.275991,54.580612
GOLDEN CURE PHARMACY LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",MUSSAFAH,02-6790622,PHARMACY,24.328425,54.533283
ASTER PHARMACIES GROUP L.L.C- BRANCH OF ABU DHABI 6,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHABIYA#10, NEAR TO JOY ALUKAS JEWELRY, MUSAFFAH",02-5502429,PHARMACY,24.330007,54.53546
ASTER PHARMACIES GROUP L.L.C- BRANCH OF ABU DHABI 8,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","CANON BUIDING, ELECTRA STREET, NEXT TO CBI BANK BUILDING",02-6711831,PHARMACY,24.495275,54.3763
NOOR ALAHLI PHARMACY - BRANCH 6,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NOOR ALAHLI MEDICAL CENTER BLDG., HAMDAN STREET",02-6210524,PHARMACY,24.488098,54.360409
POINT CARE PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP NO.:6, P-8, MR. CLEAN CAR WASH BUILDING, NEAR AL FALAHIYA AND AL SAMHA SCHOOL, AL SAMHA ESAT",02-5641927,PHARMACY,24.682123,54.779666
SELECT PHARMACY L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MUSSAFAH M-10, INDUSTRIAL AREA, GROUND FLOOR, PLOT NO 48, NEAR LAL MARKET",02-5467888,PHARMACY,24.371987,54.506461
BAB AL TEB PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",M.44 MUSAFFAH INDUSTRIAL AREA OPPOSITE GULVA COAT INDUSTRY,02-3094900,PHARMACY,24.34861,54.472986
LLH PHARMACY AL MUSAFFAH L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","M40 , KM TRADING BUILDING , ICAD",02-4116451,PHARMACY,24.345661,54.486473
BAB AL MADINA PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AJBAN PROPERTY BUILDING, PLOT NO. 32, M26, MUSAFFAH INDUSTRIAL AREA",02-6422464,PHARMACY,24.350502,54.520577
CHARISMA PHARMACY LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",HAMDAN ST - ZIANI AREA - BEHIND OF EMIRATES TOWER - NEAR RUSSIAN EMBASSY,02-6443331,PHARMACY,24.497014,54.369796
AL BUROOJ PHARMACY L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",MUSSFAH SENYIA- M37-BEHIND FRESH & MORE SUPERMARKET-PLOT 190/191,02-5545993,PHARMACY,24.347161,54.500526
MEDICINA PHARMACY (KHALIFA STREET),AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","KHALIFA STREET, OPP: AL NOOR HOSPITAL",02-6589543,PHARMACY,24.491657,54.359861
MEDICINA PHARMACY -BRANCH 3,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL MURROR ST. AL FALAHI BUILDING,02-6440615,PHARMACY,24.432013,54.43425
MEDICINA PHARMACY - BRANCH 14,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BLOOM MARINA, AL BATEEN",02-6711706,PHARMACY,24.451239,54.335522
MEDICINA PHARMACY - BRANCH 16,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ROYAL GULF HYPERMARKET, KHALIFA CITY B",02-6736525,PHARMACY,24.374215,54.648269
MEDICINA PHARMACY - BRANCH 17,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL GHABAT, BANIYAS EAST",02-6736538,PHARMACY,24.310484,54.620581
MEDICINA PHARMACY - BRANCH 10,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","CENTRAL MALL, KHALIFA CITY ,",02-5571194,PHARMACY,24.411109,54.58999
MEDICINA PHARMACY - BRANCH 11,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","KHALIFA CITY A,",02-6415691,PHARMACY,24.403259,54.553289
AL MANARA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",SHIKH KHALIFA HOSPITAL,02-6814644,PHARMACY,24.1332,55.45404
NEWCASTLE PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","STREET NO 15, SHAKHBOUT CITY KHALIFA B",02-5837123,PHARMACY,24.347249,54.634667
UNIQUE AL AHALIA PHARMACY- BRANCH 2,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","OLD AIR PORT ROAD, DELMA STREET,SECTOR 1-19, PLOT NO. 6,",02-6410039,PHARMACY,24.457094,54.370056
PRIME CURE PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",ALFALAH STREET NEAR WARE MART,02-6391214,PHARMACY,24.477397,54.366988
THE CHEMIST SHOP PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BUILDING NO.836, STREET 30, ZONE 2, SECTOR 78, AL KHALEEJ AL ARABI STREET",02-5555255,PHARMACY,24.44172,54.36882
NOOR ALAHLI PHARMACY - BRANCH 3,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","GROUND FLOOR, AHMED MOHAMED HAROOL AL QUBAISI BLDG., SECTOR 6, HAMDAN STREET",02-6263305,PHARMACY,24.488039,54.360047
NOOR ALAHLI PHARMACY - BRANCH 5,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BANIYAS WEST, NEAR DAR-AL-ULOOM SCHOOL,",02-5831929,PHARMACY,24.2855,54.64051
NOOR ALAHLI PHARMACY - BRANCH 8,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","OPP ABUSAEED MOSQUE,",02-6410170,PHARMACY,24.09855,53.492248
HEART BEAT PHARMACY L.L.C.,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","PLOT 103, MUSHRIF AREA, SHEIKH RASHID BIN SAEED ST",02-4449494,PHARMACY,24.6205,54.7165
ZANBAQ AL MADINA PHARMACY LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ICAD AREA M40, PLOT NO 96, PO 94100, MUSSAFAH,",02-5504333,PHARMACY,24.345748,54.488206
DOT COM PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","DELMA STREET OPOSITE TO TRANSMED OFFICE ,AL NAHYAN CAMP",02-6266675,PHARMACY,24.468975,54.383139
FIRST CURE PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MOHAMMED BIN ZAYED CITY, SECTOR Z30, P2A, STORE#16",02-6661068,PHARMACY,24.1748,54.3347
FIRST CURE PHARMACY - BRANCH 1,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","KHALIDYA, SECTION 8-9, BLD. 4, STORE #4 (WAQF ZAYER TOWER)",02-6661068,PHARMACY,24.28366,54.21108
HEALTHWAY PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BANIYAS EAST 5, SECTION 153, VILLA #1",02-6661068,PHARMACY,24.1751,54.3749
CLINIX PHARMACY SOLE PROPRIETORSHIP LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MUSAFFAH M 11, PLOT 34 SHOP 1",02-5500851,PHARMACY,24.21375,54.3036
SEA CITY  PHARMACY,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MUSAFAH , SANAYYA AUH",02-5528801,PHARMACY,24.360546,54.485177
SEA CITY PHARMACY - MUSAFAH,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEW SHAHAMA ,NOOR AL SHIFA  MEDICAL CENTER BLD - NEW SHAHAMA",02-5528871,PHARMACY,24.533426,54.691819
