SL_NO,EMIRATE,UAE_EMIRATE,PROVIDER_TYPE,PROVIDER_NAME,FACILITY_ID,AREA,ADDRESS,PHONE,GOOGLE_MAPS_LINK,WEBSITE,WHATSAPP,NOTES
1308,DXB,DXB,PHARMACY,ZABEEL PHARMACY LLC,DHA-F-0002579,BUSSINESS BAY,"BLUE BAY TOWER, BUSINESS BAY",04-5897129,https://www.google.com/maps/search/?api=1&query=BLUE%20BAY%20TOWER%2C%20BUSINESS%20BAY%2C%20Ajman%2C%20UAE,,,
1309,DXB,DXB,PHARMACY,ASTER PHARMACY 104 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-7929256,AL WARQA 1,"SHOP NO.1, HANBAL SHAFIE AL MADANI BUILDING, AL WARQA-1, NEAR TO ASTER ORTHO CLINIC, AL WARQA",04-2829440,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.1%2C%20HANBAL%20SHAFIE%20AL%20MADANI%20BUILDING%2C%20AL%20WARQA-1%2C%20NEAR%20TO%20ASTER%20ORTHO%20CLINIC%2C%20AL%20WARQA%2C%20Ajman%2C%20UAE,,,
1310,DXB,DXB,PHARMACY,ASTER PHARMACY 160 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-1294125,JEBEL ALI ,"UNIT NO:M11, JEBEL ALI SHOPPING CENTER, NEAR TO RAMLA MARKET, 86 STREET, DUBAI INVESTMENTS PARK 1, DIP",04-8847176,https://www.google.com/maps/search/?api=1&query=UNIT%20NO%3AM11%2C%20JEBEL%20ALI%20SHOPPING%20CENTER%2C%20NEAR%20TO%20RAMLA%20MARKET%2C%2086%20STREET%2C%20DUBAI%20INVESTMENTS%20PARK%201%2C%20DIP%2C%20Ajman%2C%20UAE,,,
1311,DXB,DXB,PHARMACY,ASTER PHARMACY 164 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-1088677,DUBAI LAND,"SHOP NO.R-7B, TOWER-D, SKY COURTS , DUBAI AL AIN ROAD, DUBAI LAND, DUBAI",04-3208941,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.R-7B%2C%20TOWER-D%2C%20SKY%20COURTS%20%2C%20DUBAI%20AL%20AIN%20ROAD%2C%20DUBAI%20LAND%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1312,DXB,DXB,PHARMACY,ASTER PHARMACY 161 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0526794,RAS AL KHOR,"MN36500 86125, MARHABA MALL, SAMARI RESIDENCE, RAS AL KHOR ROAD, AWEER, DUBAI",04-3424262,https://www.google.com/maps/search/?api=1&query=MN36500%2086125%2C%20MARHABA%20MALL%2C%20SAMARI%20RESIDENCE%2C%20RAS%20AL%20KHOR%20ROAD%2C%20AWEER%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1313,DXB,DXB,PHARMACY,ASTER PHARMACY 168 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-4601852, IBN BATTUTA MALL,"IBS GF 35&36, NEAR CARREFOUR PARKING ENTRANCE, TUNISIA COURT, IBN BATTUTA MALL,IBN BATTUTA MALL, JEBEL ALI FIRST, UAE",04-5543519,https://www.google.com/maps/search/?api=1&query=IBS%20GF%2035%2636%2C%20NEAR%20CARREFOUR%20PARKING%20ENTRANCE%2C%20TUNISIA%20COURT%2C%20IBN%20BATTUTA%20MALL%2CIBN%20BATTUTA%20MALL%2C%20JEBEL%20ALI%20FIRST%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1314,DXB,DXB,PHARMACY,ASTER PHARMACY 169 ( BR OF ASTER PHARMACIES GROUP LLC),DHA-F-8981276,AL WASL ROAD,"19A STREET, NEXT TO HEALTHBAY WOMENSCARE , AL WASL ROAD, UMM AL SHEIF , DUBAI",04-3250365,https://www.google.com/maps/search/?api=1&query=19A%20STREET%2C%20NEXT%20TO%20HEALTHBAY%20WOMENSCARE%20%2C%20AL%20WASL%20ROAD%2C%20UMM%20AL%20SHEIF%20%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1315,DXB,DXB,PHARMACY,ASTER PHARMACY 172 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-9902123,ARJAN,"SHOP:12, AL SAYYAH RESIDENCE C, ARJAN DUBAILAND,  AL BARSHA SOUTH 2, ARJAN, DUBAI, UAE",04-5786364,https://www.google.com/maps/search/?api=1&query=SHOP%3A12%2C%20AL%20SAYYAH%20RESIDENCE%20C%2C%20ARJAN%20DUBAILAND%2C%20%20AL%20BARSHA%20SOUTH%202%2C%20ARJAN%2C%20DUBAI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1316,DXB,DXB,PHARMACY,ASTER PHARMACY 175 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-2299095,JVC,"SHOP:11A, DAMAC TOWER 108, AL BARSHA SOUTH, JUMEIRAH VILLAGE CIRCLE, NEAR TO ASTER CLINIC JVC, DUBAI",04-5579564,https://www.google.com/maps/search/?api=1&query=SHOP%3A11A%2C%20DAMAC%20TOWER%20108%2C%20AL%20BARSHA%20SOUTH%2C%20JUMEIRAH%20VILLAGE%20CIRCLE%2C%20NEAR%20TO%20ASTER%20CLINIC%20JVC%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1317,DXB,DXB,PHARMACY,ASTER PHARMACIES GROUP LLC (DMCC BRANCH),DHA-F-1185467, JUMEIRAH LAKES TOWERS,"UNIT NO: G-1, ARMADA TOWERS 3, PLOT NO: JLT-PH2-P3A, AL THANYAH FIFTH, JUMEIRAH LAKES TOWERS",04-3092900,https://www.google.com/maps/search/?api=1&query=UNIT%20NO%3A%20G-1%2C%20ARMADA%20TOWERS%203%2C%20PLOT%20NO%3A%20JLT-PH2-P3A%2C%20AL%20THANYAH%20FIFTH%2C%20JUMEIRAH%20LAKES%20TOWERS%2C%20Ajman%2C%20UAE,,,
1318,DXB,DXB,PHARMACY,DRAGON PHARMACY (BR OF ASTER AL SHAFAR PHARMACIES GROUP LLC),DHA-F-8519014, AL FURJAN,"SHOP NO 9, AZIZI FARISHTA, JEBEL ALI FIRST, AL FURJAN, DUBAI",04-5693614,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%209%2C%20AZIZI%20FARISHTA%2C%20JEBEL%20ALI%20FIRST%2C%20AL%20FURJAN%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1319,DXB,DXB,PHARMACY,MEDCARE MEDICAL CENTRE BARSHA SOUTH PHARMACY BR OF MEDCARE HOSPITAL LLC,DHA-F-5987196,AL BARSHA,"UNIT 15, UNION COOP, AL BARSHA SOUTH MALL, STREET 58, AL BARSHA, BARSHA SOUTH",04-3254383,https://www.google.com/maps/search/?api=1&query=UNIT%2015%2C%20UNION%20COOP%2C%20AL%20BARSHA%20SOUTH%20MALL%2C%20STREET%2058%2C%20AL%20BARSHA%2C%20BARSHA%20SOUTH%2C%20Ajman%2C%20UAE,,,
1320,DXB,DXB,PHARMACY,ASTER MEDICAL CENTRE  ARABIAN RANCHES PHARMACY BR OF DM HEALTHCARE LLC,DHA-F-9900420,ARABIAN RANCHES 2,"1ST FLOOR, EMAAR MALL, NEAR ASTER CLINIC, THE RANCHES SOUK, ARABIAN RANCHES 2, DUBAI",04-3092900,https://www.google.com/maps/search/?api=1&query=1ST%20FLOOR%2C%20EMAAR%20MALL%2C%20NEAR%20ASTER%20CLINIC%2C%20THE%20RANCHES%20SOUK%2C%20ARABIAN%20RANCHES%202%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1321,DXB,DXB,PHARMACY,ASTER PHARMACY 166 (BR OF ASTER PHARMACIES GROUP L.L.C),DHA-F-4207640,AL JADDAF,"SHOP NO.5, AZURITE TOWER, IBN AL ZAHRAWI STREET, AL JADDAF, DUBAI",04-2272851,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.5%2C%20AZURITE%20TOWER%2C%20IBN%20AL%20ZAHRAWI%20STREET%2C%20AL%20JADDAF%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1322,DXB,DXB,PHARMACY,ASTER PHARMACY 179 (BR OF ASTER PHARMACIES GROUP L.L.C),DHA-F-0297643,AL QUSAIS INDUSTRIAL AREA 5,"S07,R1083,AL WASL VILLAGE RETAIL CENTRE,AL RAYHAN STREET, AL QUSAIS INDUSTRIAL AREA 5,DUBAI",04-2207653,https://www.google.com/maps/search/?api=1&query=S07%2CR1083%2CAL%20WASL%20VILLAGE%20RETAIL%20CENTRE%2CAL%20RAYHAN%20STREET%2C%20AL%20QUSAIS%20INDUSTRIAL%20AREA%205%2CDUBAI%2C%20Ajman%2C%20UAE,,,
1323,DXB,DXB,PHARMACY,ASTER PHARMACY 181 (BR OF ASTER PHARMACIES GROUP L.L.C),DHA-F-0773878,DUBAI HILLS,"R04, PARK HEIGHTS SQUARE 1,HADAEQ SHEIKH MOHAMMED BIN RASHID, NEXT TO SPINNEYS, DUBAI HILLS ESTATE, DUBAI HILLS, DUBAI",04-2632594,https://www.google.com/maps/search/?api=1&query=R04%2C%20PARK%20HEIGHTS%20SQUARE%201%2CHADAEQ%20SHEIKH%20MOHAMMED%20BIN%20RASHID%2C%20NEXT%20TO%20SPINNEYS%2C%20DUBAI%20HILLS%20ESTATE%2C%20DUBAI%20HILLS%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1324,DXB,DXB,PHARMACY,ASTER PHARMACY 182 (BR OF ASTER PHARMACIES GROUP L.L.C),DHA-F-9638740,WARSAN 4,"SHOP NO 2, JOWHRAT AL FAIHAA,INTERNATIONAL CITY 2 ST, INTERNATIONAL CITY PHASE-2, WARSAN 4, DUBAI",04-5545907,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%202%2C%20JOWHRAT%20AL%20FAIHAA%2CINTERNATIONAL%20CITY%202%20ST%2C%20INTERNATIONAL%20CITY%20PHASE-2%2C%20WARSAN%204%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1325,DXB,DXB,PHARMACY,ASTER PHARMACY 180 (BR OF ASTER PHARMACIES GROUP L.L.C),DHA-F-1977773,"THE WALK, MARSA","P19, RIMAL 1, DUBAI MARINA AND JUMEIRA BEACH, THE WALK, MARSA, DUBAI",04-3092900,https://www.google.com/maps/search/?api=1&query=P19%2C%20RIMAL%201%2C%20DUBAI%20MARINA%20AND%20JUMEIRA%20BEACH%2C%20THE%20WALK%2C%20MARSA%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1326,DXB,DXB,PHARMACY,ASTER PHARMACY 183 (BR OF ASTER PHARMACIES GROUP L.L.C),DHA-F-4055326, BARSHA HEIGHTS,"SHOP-2, ART HEIGHTS, AL NAHAR 2 ST, AL THANYAH FIRST, BARSHA HEIGHTS, DUBAI",04-2679073,https://www.google.com/maps/search/?api=1&query=SHOP-2%2C%20ART%20HEIGHTS%2C%20AL%20NAHAR%202%20ST%2C%20AL%20THANYAH%20FIRST%2C%20BARSHA%20HEIGHTS%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1327,DXB,DXB,PHARMACY,ASTER ROYAL CLINIC DOWNTOWN PHARAMCY BR OF DM HEALTHCARE LLC,DHA-F-6478301," DOWN TOWN, BURJ KHALIF","BD-RESI 1-RETAIL-G-ER6, RESIDENCES RETAIL, BURJ RESIDENCE PHASE I & II, DOWN TOWN, BURJ KHALIFA, DUBAI",04-3092900,https://www.google.com/maps/search/?api=1&query=BD-RESI%201-RETAIL-G-ER6%2C%20RESIDENCES%20RETAIL%2C%20BURJ%20RESIDENCE%20PHASE%20I%20%26%20II%2C%20DOWN%20TOWN%2C%20BURJ%20KHALIFA%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1328,DXB,DXB,PHARMACY,ASTER PHARMACY 176 ( BR OF ASTER PHARMACIES GROUP L.L.C),DHA-F-0630677," DOWN TOWN, BURJ KHALIF","BD-RESI 1-RETAIL-G-ER6, RESIDENCES RETAIL, BURJ RESIDENCE PHASE I & II, DOWN TOWN, BURJ KHALIFA, DUBAI",04-3092900,https://www.google.com/maps/search/?api=1&query=BD-RESI%201-RETAIL-G-ER6%2C%20RESIDENCES%20RETAIL%2C%20BURJ%20RESIDENCE%20PHASE%20I%20%26%20II%2C%20DOWN%20TOWN%2C%20BURJ%20KHALIFA%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1329,DXB,DXB,PHARMACY,CEDARS JEBEL ALI INTL HOSPITAL PHARMACY,DHA-F-0001551,JEBEL ALI,"JEBEL ALI FREE ZONE,DUBAI,UAE",04-8814000,https://www.google.com/maps/search/?api=1&query=JEBEL%20ALI%20FREE%20ZONE%2CDUBAI%2CUAE%2C%20Ajman%2C%20UAE,,,
1330,DXB,DXB,PHARMACY,AL RAFA HOSPITAL PHARMACY,DHA-F-0001196,MANKOOL,"MANKHOOL ROAD ,DUBAI,UAE",04-3988799,https://www.google.com/maps/search/?api=1&query=MANKHOOL%20ROAD%20%2CDUBAI%2CUAE%2C%20Ajman%2C%20UAE,,,
1331,DXB,DXB,PHARMACY,ASTER DAY SURGERY CENTRE PHARMACY - MANKHOOL,DHA-F-3663094,MANKHOOL,"MOHAMMAD HUSSAIN ALIYATEEM BUILDING, NEAR ASTER HOSPITAL AL MANKHOOL, KUWAIT ROAD,DUBAI",04-3814987,https://www.google.com/maps/search/?api=1&query=MOHAMMAD%20HUSSAIN%20ALIYATEEM%20BUILDING%2C%20NEAR%20ASTER%20HOSPITAL%20AL%20MANKHOOL%2C%20KUWAIT%20ROAD%2CDUBAI%2C%20Ajman%2C%20UAE,,,
1332,DXB,DXB,PHARMACY,ASTER HOSPITAL- AL QUSAIS-PHARMACY,DHA-F-0002448,QUSAIS,"9 A STREET, AL QUSAIS INDUSTRIAL AREA 2, AL QUSAIS",04-4546001,https://www.google.com/maps/search/?api=1&query=9%20A%20STREET%2C%20AL%20QUSAIS%20INDUSTRIAL%20AREA%202%2C%20AL%20QUSAIS%2C%20Ajman%2C%20UAE,,,
1333,DXB,DXB,PHARMACY,ASHTREE PHARMACY LLC,DHA-F-0002188,AL FAHIDI STREET,"M03, AMWAJ BUILDING, AL FAHIDI STREET, DUBAI, UAE",04-335 3644,https://www.google.com/maps/search/?api=1&query=M03%2C%20AMWAJ%20BUILDING%2C%20AL%20FAHIDI%20STREET%2C%20DUBAI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1334,DXB,DXB,PHARMACY,FAJR AL MADINA PHARMACY L.L.C,DHA-F-0001767,AL QUOZ,"FARNEK BULIDINBG , BEHIND AL KHAIL MALL , ALQUOZ-3 , DUBAI",04-3410401,https://www.google.com/maps/search/?api=1&query=FARNEK%20BULIDINBG%20%2C%20BEHIND%20AL%20KHAIL%20MALL%20%2C%20ALQUOZ-3%20%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1335,DXB,DXB,PHARMACY,FAJR AL MADINA PHARMACY L.L.C BRANCH,DHA-F-0002375,JEBEL ALI,"CRYSTAL MALL , JABELALI-1 , DUBAI",04-2974494,https://www.google.com/maps/search/?api=1&query=CRYSTAL%20MALL%20%2C%20JABELALI-1%20%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1336,DXB,DXB,PHARMACY,AL SHIFA UROPI PHARMACY DWC-LLC,DHA-F-8418028,DWC,UNIT NO R06 THE PULSE PODIUM MADINAT AL MATAR DUBAI SOUTH,054-4656269,https://www.google.com/maps/search/?api=1&query=UNIT%20NO%20R06%20THE%20PULSE%20PODIUM%20MADINAT%20AL%20MATAR%20DUBAI%20SOUTH%2C%20Ajman%2C%20UAE,,,
1337,DXB,DXB,PHARMACY,AL RAWDA PHARMACY,DHA-F-0046367,DEIRA,"AL SHAMSI BUILDING, CLOCK TOWER, DEIRA, DUBAI",04-2940786,https://www.google.com/maps/search/?api=1&query=AL%20SHAMSI%20BUILDING%2C%20CLOCK%20TOWER%2C%20DEIRA%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1338,DXB,DXB,PHARMACY,AL RAWDA PHARMACY LLC BRANCH,DHA-F-0001746,DIP 1,"BAYAN BUSINESS CENTRE, DUBAI INVESTMENT PARK-1, DUBAI, U.A.E",04-8800920,https://www.google.com/maps/search/?api=1&query=BAYAN%20BUSINESS%20CENTRE%2C%20DUBAI%20INVESTMENT%20PARK-1%2C%20DUBAI%2C%20U.A.E%2C%20Ajman%2C%20UAE,,,
1339,DXB,DXB,PHARMACY,SONAPUR STAR PHARMACY L.L.C (FORMERLY AL QUSAIS STAR PHARMACY(LLC) (BRANCH)),DHA-F-4996655,MUHAISNAH - 2,"20TH STREET, MUHAISNAH - 2, OPP. PATHAN RESTAURANT, NEAR GOLEN JUBILEE SUPERMARKET, DUBAI-UAE",04-5488684,https://www.google.com/maps/search/?api=1&query=20TH%20STREET%2C%20MUHAISNAH%20-%202%2C%20OPP.%20PATHAN%20RESTAURANT%2C%20NEAR%20GOLEN%20JUBILEE%20SUPERMARKET%2C%20DUBAI-UAE%2C%20Ajman%2C%20UAE,,,
1340,DXB,DXB,PHARMACY,NEW AL NEEM PHARMACY L.L.C ( AL NEEM GROUP),DHA-F-0001258,AL QUOZ,"JIWIN STAFF ACCOMMODATION, AL QUOZ-2,POST BOX:294880",04-3282121,https://www.google.com/maps/search/?api=1&query=JIWIN%20STAFF%20ACCOMMODATION%2C%20AL%20QUOZ-2%2CPOST%20BOX%3A294880%2C%20Ajman%2C%20UAE,,,
1341,DXB,DXB,PHARMACY,AL NEEM GREEN PHARMACY L.L.C(AL NEEM GROUP),DHA-F-0002229,AL QUOZ,"SALMAN IBRAHIM BUILDING, AL QUOZ-4, POST BOX:294880, POST BOX:294880",04-3355557,https://www.google.com/maps/search/?api=1&query=SALMAN%20IBRAHIM%20BUILDING%2C%20AL%20QUOZ-4%2C%20POST%20BOX%3A294880%2C%20POST%20BOX%3A294880%2C%20Ajman%2C%20UAE,,,
1342,DXB,DXB,PHARMACY,AL NEEM GRAND PHARMACY L.L.C(AL NEEM GROUP),DHA-F-0002324,MUHAISNAH,"MASCO HYPERMARKET BUILDING, 27 E STREET. MUHAISNAH-4, POST BOX:294880",04-2237770,https://www.google.com/maps/search/?api=1&query=MASCO%20HYPERMARKET%20BUILDING%2C%2027%20E%20STREET.%20MUHAISNAH-4%2C%20POST%20BOX%3A294880%2C%20Ajman%2C%20UAE,,,
1343,DXB,DXB,PHARMACY,NEW AL SHAIMAA PHARMACY,DHA-F-0046357,AL NAHDA,MOZNA BUILDING;NEAR AL NAHDA METRO,04-2616286,https://www.google.com/maps/search/?api=1&query=MOZNA%20BUILDING%3BNEAR%20AL%20NAHDA%20METRO%2C%20Ajman%2C%20UAE,,,
1344,DXB,DXB,PHARMACY,SHAJARAT AL NEEM PHARMACY LLC,DHA-F-2055962,JEBEL ALI,"SHOP NO 13, SALEM MALL, PLOT NO.599-0474, JEBEL ALI INDUSTRIAL AREA 1, DUBAI",04-8876875,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%2013%2C%20SALEM%20MALL%2C%20PLOT%20NO.599-0474%2C%20JEBEL%20ALI%20INDUSTRIAL%20AREA%201%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1345,DXB,DXB,PHARMACY,LIWAN PHARMACY LLC,DHA-F-3744162,LIWAN,"LIWAN, DUBAI, ",04-5809651,https://www.google.com/maps/search/?api=1&query=LIWAN%2C%20DUBAI%2C%2C%20Ajman%2C%20UAE,,,
1346,DXB,DXB,PHARMACY,AL NEEM PHARMACY L.L.C BRANCH(AL NEEM GROUP),DHA-F-0001725,JAFZA,"COMMERCIAL CENTER, SHOPE NO:116, JAFZA SOUTH",04-8809667,https://www.google.com/maps/search/?api=1&query=COMMERCIAL%20CENTER%2C%20SHOPE%20NO%3A116%2C%20JAFZA%20SOUTH%2C%20Ajman%2C%20UAE,,,
1347,DXB,DXB,PHARMACY,AL NEEM PHARMACY L.L.C JAFZA (W)BRANCH(AL NEEM GROUP),DHA-F-0000978,JAFZA,"NESTO HYPERMARKET BUILDING, NEAR NEW WEST ACCOMMODATION, JAFZA,",04-8876650,https://www.google.com/maps/search/?api=1&query=NESTO%20HYPERMARKET%20BUILDING%2C%20NEAR%20NEW%20WEST%20ACCOMMODATION%2C%20JAFZA%2C%2C%20Ajman%2C%20UAE,,,
1348,DXB,DXB,PHARMACY,AL NEEM PHARMACY L.L.C  (AL NEEM GROUP),DHA-F-0000209,WARSEN 1,"CBD20, INTERNATIONAL CITY, WARSEN 1,",04-3697130,https://www.google.com/maps/search/?api=1&query=CBD20%2C%20INTERNATIONAL%20CITY%2C%20WARSEN%201%2C%2C%20Ajman%2C%20UAE,,,
1349,DXB,DXB,PHARMACY,ALMURJAN PHARMACY LLC,DHA-F-1866092,AL QOUZ 3,"SHOP NO:21, EIFFEL GARDENS 4, AL WAHA STREET AL QUOZ 3, DUBAI",04-2388195,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%3A21%2C%20EIFFEL%20GARDENS%204%2C%20AL%20WAHA%20STREET%20AL%20QUOZ%203%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1350,DXB,DXB,PHARMACY,AL BARSHA AL NOOR POLYCLINIC PHARMACY,DHA-F-2553296,AL BARSHA 1,"ELITE BUSINESS CENTRE, INFRONT OF LULU CENTRE, AL BARSHA 1",04-2718762,https://www.google.com/maps/search/?api=1&query=ELITE%20BUSINESS%20CENTRE%2C%20INFRONT%20OF%20LULU%20CENTRE%2C%20AL%20BARSHA%201%2C%20Ajman%2C%20UAE,,,
1351,DXB,DXB,PHARMACY,HEALTHHUBPHARMACY BR.AL FUTTAIM HEALTHCARE-MUTEENA,DHA-F-7714515,AL MUTEENA,"AL MUTEENA STREET 58, AL MUTEENA 1058 , GF",04-5967366,https://www.google.com/maps/search/?api=1&query=AL%20MUTEENA%20STREET%2058%2C%20AL%20MUTEENA%201058%20%2C%20GF%2C%20Ajman%2C%20UAE,,,
1352,DXB,DXB,PHARMACY,HEALTHHUBPHARMACY KARAMA,DHA-F-0845339,KARAMA,"AL KIFAF MANSION BUILDING , STREET 11,NEXT TO AL IBRAHIMI RESUATURANT ,KARAMA",04-2186276,https://www.google.com/maps/search/?api=1&query=AL%20KIFAF%20MANSION%20BUILDING%20%2C%20STREET%2011%2CNEXT%20TO%20AL%20IBRAHIMI%20RESUATURANT%20%2CKARAMA%2C%20Ajman%2C%20UAE,,,
1353,DXB,DXB,PHARMACY,HEALTHHUBPHARMACY BR.AL FUTTAIM HEALTHCARE AL NAHDA 2,DHA-F-2331821,KARAMA,"ESSA SALEH AL GURG ,GROUND FLOOR AMMAN STREET, AL NAHDA -2",04-5967358,https://www.google.com/maps/search/?api=1&query=ESSA%20SALEH%20AL%20GURG%20%2CGROUND%20FLOOR%20AMMAN%20STREET%2C%20AL%20NAHDA%20-2%2C%20Ajman%2C%20UAE,,,
1354,DXB,DXB,PHARMACY,ADVANCED CARE PHARMACY LLC-AL QUOZ-(ADVANCED GROUP),DHA-F-0047413,AL QUOZ,"ROOM NO -1, FAKHRUDDIN PROPERTIES BUILDING, BEHIND NATIONAL CEMENT FACTORY, INDUSTRIAL AREA-3, AL QUOZ, DUBAI - UAE",04-3307120,https://www.google.com/maps/search/?api=1&query=ROOM%20NO%20-1%2C%20FAKHRUDDIN%20PROPERTIES%20BUILDING%2C%20BEHIND%20NATIONAL%20CEMENT%20FACTORY%2C%20INDUSTRIAL%20AREA-3%2C%20AL%20QUOZ%2C%20DUBAI%20-%20UAE%2C%20Ajman%2C%20UAE,,,
1355,DXB,DXB,PHARMACY,ADVANCED CARE PLUS PHARMACY LLC-JABEL ALI-(ADVANCED GROUP),DHA-F-0000348,JEBEL ALI,"AWQAF BUILDING,NEAR TO UAEXCHANGE CENTER, JEBEL ALI INDUSTRIAL AREA 1, JEBEL ALI, DUBAI - UAE",04-8829700,https://www.google.com/maps/search/?api=1&query=AWQAF%20BUILDING%2CNEAR%20TO%20UAEXCHANGE%20CENTER%2C%20JEBEL%20ALI%20INDUSTRIAL%20AREA%201%2C%20JEBEL%20ALI%2C%20DUBAI%20-%20UAE%2C%20Ajman%2C%20UAE,,,
1356,DXB,DXB,PHARMACY,ADVANCED STAR PHARMACY LLC-DIP-(ADVANCED GROUP),DHA-F-0000554,DIP,"SHOP NO : 3, NASSEM AL MADINA SUPER MARKET BULIDING,PHASE 2, DUBAI INVESTMENT PARK,JEBEL ALI, DUBAI - UAE",04-8851154,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%20%3A%203%2C%20NASSEM%20AL%20MADINA%20SUPER%20MARKET%20BULIDING%2CPHASE%202%2C%20DUBAI%20INVESTMENT%20PARK%2CJEBEL%20ALI%2C%20DUBAI%20-%20UAE%2C%20Ajman%2C%20UAE,,,
1357,DXB,DXB,PHARMACY,NEW ADVANCED CARE PHARMACY LLC (ADVANCE CARE GROUP),DHA-F-0002332,INDUSTRIAL CITY,"SOUQ NO :4, SHOP NUMBER : 3, SEIHSHOWEB 4, LABOUR CITY 2, DUBAI INDUSTRIAL CITY, DUBAI - UAE",04-3807807,https://www.google.com/maps/search/?api=1&query=SOUQ%20NO%20%3A4%2C%20SHOP%20NUMBER%20%3A%203%2C%20SEIHSHOWEB%204%2C%20LABOUR%20CITY%202%2C%20DUBAI%20INDUSTRIAL%20CITY%2C%20DUBAI%20-%20UAE%2C%20Ajman%2C%20UAE,,,
1358,DXB,DXB,PHARMACY,ALQUOZ ADVANCED CARE PHARMACY LLC,DHA-F-8864498,AL QUOZ,"PASONS SHOPPING CENTER BUILDING, BEHIND JOTUN PAINT FACTORY,ALQUOZ -2, P.O BOX:283235,DUBAI,UAE",04-2355222,https://www.google.com/maps/search/?api=1&query=PASONS%20SHOPPING%20CENTER%20BUILDING%2C%20BEHIND%20JOTUN%20PAINT%20FACTORY%2CALQUOZ%20-2%2C%20P.O%20BOX%3A283235%2CDUBAI%2CUAE%2C%20Ajman%2C%20UAE,,,
1359,DXB,DXB,PHARMACY,NOVA ADVANCED CARE PHARMACY LLC,DHA-F-0002245,QUSAIS,"SHOP NO.73, GROUND FLOOR, WORLD TRADE CENTER, THE SOUKOPPO: SOUAD JWELLERY",04-2638227,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.73%2C%20GROUND%20FLOOR%2C%20WORLD%20TRADE%20CENTER%2C%20THE%20SOUKOPPO%3A%20SOUAD%20JWELLERY%2C%20Ajman%2C%20UAE,,,
1360,DXB,DXB,PHARMACY,JEBAL ALI ADVANCED CARE PHARMACY LLC,DHA-F-4636657,JEBEL ALI,"CROWN MALL, GROUND FLOOR, SHOP NO 26 JEBEL ALI INDUSTRIAL AREA 1",04-5693777,https://www.google.com/maps/search/?api=1&query=CROWN%20MALL%2C%20GROUND%20FLOOR%2C%20SHOP%20NO%2026%20JEBEL%20ALI%20INDUSTRIAL%20AREA%201%2C%20Ajman%2C%20UAE,,,
1361,DXB,DXB,PHARMACY,ALICO ADVANCED CAREPHARMACY L.L.C,DHA-F-5820289,DIP 1,"  ALICO AL MADINA HYPERMARKET BUILDING, 44 STREET, DUBAI INVESTMENT PARK -1, DUBAI",04-3463099,https://www.google.com/maps/search/?api=1&query=ALICO%20AL%20MADINA%20HYPERMARKET%20BUILDING%2C%2044%20STREET%2C%20DUBAI%20INVESTMENT%20PARK%20-1%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1362,DXB,DXB,PHARMACY,ACCESS PHARMACY 2 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001029,MUHAISNA 2,"ACCESS CLINIC BUILDING, AL MUHAISINA-2, SONAPUR, NEAR TO BUS STATION",04-2637531,https://www.google.com/maps/search/?api=1&query=ACCESS%20CLINIC%20BUILDING%2C%20AL%20MUHAISINA-2%2C%20SONAPUR%2C%20NEAR%20TO%20BUS%20STATION%2C%20Ajman%2C%20UAE,,,
