Index,P,PROVIDER TYPE,PROVIDER NAME,AREA,ADDRESS,TELEPHONE,lat,lon,formatted,confidence,attribution
1009,DXB,PHARMACY,MEDCARE MEDICAL CENTRE BARSHA SOUTH PHARMACY BR OF MEDCARE HOSPITAL LLC,AL BARSHA,"UNIT 15, UNION COOP, AL BARSHA SOUTH MALL, STREET 58, AL BARSHA, BARSHA SOUTH",04-3254383,25.1080682,55.1855614,"58 48 Street, Al Barsha 1, Dubai, DU, United Arab Emirates",0.81,© OpenStreetMap contributors
1010,DXB,PHARMACY,ASTER MEDICAL CENTRE ARABIAN RANCHES PHARMACY BR OF DM HEALTHCARE LLC,ARABIAN RANCHES 2,"1ST FLOOR, EMAAR MALL, NEAR ASTER CLINIC, THE RANCHES SOUK, ARABIAN RANCHES 2, DUBAI",04-3092900,24.976916,55.191804,"1st Floor, Building 6 شارع 30, Dubai Investment Park 2, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1011,DXB,PHARMACY,ASTER PHARMACY 166 (BR OF ASTER PHARMACIES GROUP L.L.C),AL JADDAF,"SHOP NO.5, AZURITE TOWER, IBN AL ZAHRAWI STREET, AL JADDAF, DUBAI",04-2272851,25.268006,55.298477,"28658 95710 Al Suq Al Kabeer Street, Al Sabkha, Dubai, DU, United Arab Emirates",,© OpenAddresses contributors
1012,DXB,PHARMACY,ASTER PHARMACY 179 (BR OF ASTER PHARMACIES GROUP L.L.C),AL QUSAIS INDUSTRIAL AREA 5,"S07,R1083,AL WASL VILLAGE RETAIL CENTRE,AL RAYHAN STREET, AL QUSAIS INDUSTRIAL AREA 5,DUBAI",04-2207653,25.080209,55.283596,"Dubai, DU, United Arab Emirates",,Who's On First
1013,DXB,PHARMACY,ASTER PHARMACY 181 (BR OF ASTER PHARMACIES GROUP L.L.C),DUBAI HILLS,"R04, PARK HEIGHTS SQUARE 1,HADAEQ SHEIKH MOHAMMED BIN RASHID, NEXT TO SPINNEYS, DUBAI HILLS ESTATE, DUBAI HILLS, DUBAI",04-2632594,25.09872095,55.2539400869751,"Maple, Dubai Hills Estate, Hadaeq Sheikh Mohammed Bin Rashid, Dubai, United Arab Emirates",,© OpenStreetMap contributors
1014,DXB,PHARMACY,ASTER PHARMACY 182 (BR OF ASTER PHARMACIES GROUP L.L.C),WARSAN 4,"SHOP NO 2, JOWHRAT AL FAIHAA,INTERNATIONAL CITY 2 ST, INTERNATIONAL CITY PHASE-2, WARSAN 4, DUBAI",04-5545907,25.033401,55.2879743,"2 1 Street, Serena, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1015,DXB,PHARMACY,ASTER PHARMACY 180 (BR OF ASTER PHARMACIES GROUP L.L.C),"THE WALK, MARSA","P19, RIMAL 1, DUBAI MARINA AND JUMEIRA BEACH, THE WALK, MARSA, DUBAI",04-3092900,25.26038,55.29891,"Bur Dubai, DU, United Arab Emirates",,GeoNames
1016,DXB,PHARMACY,ASTER PHARMACY 183 (BR OF ASTER PHARMACIES GROUP L.L.C),BARSHA HEIGHTS,"SHOP-2, ART HEIGHTS, AL NAHAR 2 ST, AL THANYAH FIRST, BARSHA HEIGHTS, DUBAI",04-2679073,25.097559,55.179872,"Premier Inn Dubai Barsha Heights Hotel, Al Khareef 2 Street - Barsha Heights, Al Barsha 1, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1017,DXB,PHARMACY,ASTER ROYAL CLINIC DOWNTOWN PHARAMCY BR OF DM HEALTHCARE LLC,"DOWN TOWN, BURJ KHALIF","BD-RESI 1-RETAIL-G-ER6, RESIDENCES RETAIL, BURJ RESIDENCE PHASE I & II, DOWN TOWN, BURJ KHALIFA, DUBAI",04-3092900,,,,,
1018,DXB,PHARMACY,ASTER PHARMACY 176 ( BR OF ASTER PHARMACIES GROUP L.L.C),"DOWN TOWN, BURJ KHALIF","BD-RESI 1-RETAIL-G-ER6, RESIDENCES RETAIL, BURJ RESIDENCE PHASE I & II, DOWN TOWN, BURJ KHALIFA, DUBAI",04-3092900,,,,,
1019,DXB,PHARMACY,CEDAR HOSPITAL PH,JEBEL ALI,"JEBAL ALI FREE ZONE,DUBAI,UAE",N/A,25.015701,55.086996,"Cedars Jebel Ali Free Hospital, Jebel Ali Freezone, Jebel Ali, DU, United Arab Emirates",,© OpenStreetMap contributors
1020,DXB,PHARMACY,AL RAFA HOSPITAL PHARMACY,MANKOOL,"MANKHOOL ROAD ,DUBAI,UAE",N/A,25.251801,55.2977754833249,"Mankhool Sand Park, 11b Street, Al Mankhool, Dubai, Bur Dubai, United Arab Emirates",,© OpenStreetMap contributors
1021,DXB,PHARMACY,ASTER DAY SURGERY CENTRE PHARMACY - MANKHOOL,MANKHOOL,"MOHAMMAD HUSSAIN ALIYATEEM BUILDING, NEAR ASTER HOSPITAL AL MANKHOOL, KUWAIT ROAD,DUBAI",04-3814987,25.1772237,55.2455536,"Khaneen Kuwait Cuisine, Sheikh Zayed Road, Al Safa, Dubai, Al Safa 1, United Arab Emirates",,© OpenStreetMap contributors
1022,DXB,PHARMACY,ASTER HOSPITAL- AL QUSAIS-PHARMACY,QUSAIS,"9 A STREET, AL QUSAIS INDUSTRIAL AREA 2, AL QUSAIS",04-4546001,25.27807,55.37245,"Al Qusais First, DU, United Arab Emirates",,GeoNames
1023,DXB,PHARMACY,ASHTREE PHARMACY LLC,AL RAFFA,"SOUQ AL KABEER STREET, AL RAFFA, BUR DUBAI",04-3337633,25.231869,55.317237,"Al Madina Al Tebbia Street, Umm Hurair 2, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1024,DXB,PHARMACY,FAJR AL MADINA PHARMACY L.L.C,AL QUOZ,"FARNEK BULIDINBG , BEHIND AL KHAIL MALL , ALQUOZ-3 , DUBAI",N/A,25.26038,55.29891,"Bur Dubai, DU, United Arab Emirates",,GeoNames
1025,DXB,PHARMACY,FAJR AL MADINA PHARMACY L.L.C BRANCH,JEBEL ALI,"CRYSTAL MALL , JABELALI-1 , DUBAI",N/A,25.114283,55.138738,"Nakheel Mall, Palm Jumeirah, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1026,DXB,PHARMACY,AL SHIFA UROPI PHARMACY DWC-LLC,DWC,UNIT NO R06 THE PULSE PODIUM MADINAT AL MATAR DUBAI SOUTH,054-4656269,24.426745,54.456876,"Al Matar, Abu Dhabi, AZ, United Arab Emirates",,Who's On First
1027,DXB,PHARMACY,AL RAWDA PHARMACY,DEIRA,"AL SHAMSI BUILDING, CLOCK TOWER, DEIRA, DUBAI",04-2940786,25.1030123,55.1642604,"Middlesex Clock Tower, Al Falak Street, Dubai Knowledge Park, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1028,DXB,PHARMACY,AL RAWDHA PHARMACY BRANCH,DIP 1,"BAYAN BUSINESS CENTRE, DUBAI INVESTMENT PARK-1, DUBAI, U.A.E",04-8800920,25.1994947,55.2684402,"Business Time Centre, Sheikh Zayed Road (north), Downtown Dubai, Dubai, United Arab Emirates",,© OpenStreetMap contributors
1029,DXB,PHARMACY,AL QUSAIS STAR PHARMACY(LLC) (BRANCH),MUHAISNAH - 2,"28TH STREET, MUHAISNAH - 2, OPP. PATHAN RESTAURANT, NEAR GOLEN JUBILEE SUPERMARKET, DUBAI-UAE",04-5488684,25.282871,55.358972,"2 28 street, Al Quasis 1, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1030,DXB,PHARMACY,NEW AL NEEM PHARMACY L.L.C,AL QUOZ,"JIWIN STAFF ACCOMMODATION, AL QUOZ-2,POST BOX:294880",04-3282121,25.1392648,55.2461494831635,"e-Man Transport, 21/2 12 Street, Al Quoz Community, Dubai, DU, United Arab Emirates",1.08141382830438E-05,© OpenStreetMap contributors
1031,DXB,PHARMACY,AL NEEM GREEN PHARMACY L.L.C,AL QUOZ,"SALMAN IBRAHIM BUILDING, AL QUOZ-4, POST BOX:294880, POST BOX:294880",04-3355557,25.117671,55.2357375,"Two Guys Home Furnishings LLC, 23 22 Street, Al Quoz Community, Dubai, DU, United Arab Emirates",0.315789473684211,© OpenStreetMap contributors
1032,DXB,PHARMACY,AL NEEM GRAND PHARMACY L.L.C,MUHAISNAH,"MASCO HYPERMARKET BUILDING, 27 E STREET. MUHAISNAH-4, POST BOX:294880",04-2237770,25.12556655,55.3989540970656,"E-27 E Street, Nadd Hessa, Dubai, Dubai Silicon Oasis, United Arab Emirates",0.9,© OpenStreetMap contributors
1033,DXB,PHARMACY,NEW AL SHAIMAA PHARMACY,AL NAHDA,MOZNA BUILDING;NEAR AL NAHDA METRO,04-2616286,,,,,
1034,DXB,PHARMACY,SHAJARAT AL NEEM PHARMACY LLC,JEBAL ALI,"SHOP NO 13, SALEM MALL, PLOT NO.599-0474, JEBAL ALI INDUSTRIAL AREA 1, DUBAI",04-8876875,25.286659,55.386596,"Al Quasis Industrial Area 1, Dubai, DU, United Arab Emirates",,Who's On First
1035,DXB,PHARMACY,LIWAN PHARMACY LLC,LIWAN,"LIWAN, DUBAI,",04-5809651,25.1101209,55.3676993,"Liwan, Dubai, United Arab Emirates",,© OpenStreetMap contributors
1036,DXB,PHARMACY,AL NEEM PHARMACY L.L.C BRANCH,JAFZA,"COMMERCIAL CENTER, SHOPE NO:116, JAFZA SOUTH",04-8809667,25.3015656,55.4427076,"badar al bedour grocery, 496 building Sheikh Mohammed Bin Zayed Road, Muweilah Commercial, Sharjah, Muwailih, United Arab Emirates",0.0142105263157895,© OpenStreetMap contributors
1037,DXB,PHARMACY,AL NEEM PHARMACY L.L.C JAFZA (W)BRANCH(AL NEEM GROUP),JAFZA,"NESTO HYPERMARKET BUILDING, NEAR NEW WEST ACCOMMODATION, JAFZA,",04-8876650,25.2992289,55.368155,"Nesto Hypermarket, Bukhara Street, Al Nahda, Sharjah, SH, United Arab Emirates",,© OpenStreetMap contributors
1038,DXB,PHARMACY,AL NEEM PHARMACY L.L.C,WARSEN 1,"CBD20, INTERNATIONAL CITY, WARSEN 1,",04-3697130,25.0797423,55.2452180751043,"Maisan Towers, 1 123 Street, Al Barsha South 2, Dubai, Al Barsha, United Arab Emirates",0.5,© OpenStreetMap contributors
1039,DXB,PHARMACY,ALMURJAN PHARMACY LLC,AL QOUZ 3,"SHOP NO:21, EIFFEL GARDENS 4, AL WAHA STREET AL QUOZ 3, DUBAI",04-2388195,25.1624958,55.2480003,"Hamad Al Arif Bldg, 358-2881 Al Waha Street, Al Quoz Community, Dubai, DU, United Arab Emirates",0.0178041543026706,© OpenStreetMap contributors
1040,DXB,PHARMACY,AL BARSHA AL NOOR POLYCLINIC PHARMACY,AL BARSHA 1,"ELITE BUSINESS CENTRE, INFRONT OF LULU CENTRE, AL BARSHA 1",04-2718762,,,,,
1041,DXB,PHARMACY,HEALTHHUBPHARMACY BR.AL FUTTAIM HEALTHCARE-MUTEENA,AL MUTEENA,"AL MUTEENA STREET 58, AL MUTEENA 1058 , GF",04-5967366,25.272601,55.316663,"30496 96196 Al Muteena Street, Al Muteena, Dubai, DU, United Arab Emirates",0.000169848495142333,© OpenAddresses contributors
1042,DXB,PHARMACY,HEALTHHUBPHARMACY KARAMA,KARAMA,"AL KIFAF MANSION BUILDING , STREET 11,NEXT TO AL IBRAHIMI RESUATURANT ,KARAMA",04-2186276,,,,,
1043,DXB,PHARMACY,HEALTHHUBPHARMACY BR.AL FUTTAIM HEALTHCARE AL NAHDA 2,KARAMA,"ESSA SALEH AL GURG ,GROUND FLOOR AMMAN STREET, AL NAHDA -2",04-5967358,25.2090392,55.2776018,"Nováx Vision Ltd., Ground Floor, Gate Avenue South Zone D, DIFC Al Sukook Street, Zabeel, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1044,DXB,PHARMACY,ADVANCED CARE PHARMACY AL QUOZ,AL QUOZ,"AL QUOZ,DUBAI,UAE",04-3307120,25.1626708,55.253445581315,"Al Quoz, Al Goaz, Dubai, United Arab Emirates",,© OpenStreetMap contributors
1045,DXB,PHARMACY,ADVANCED CARE PLUS PHARMACY JEBAL ALI,JEBEL ALI,"JABEL ALI,DUBAI,UAE",04-8829700,25.0118474,55.0391493290685,"Jabel Ali Naval Base, Jabal Ali, Dubai, United Arab Emirates",,© OpenStreetMap contributors
1046,DXB,PHARMACY,ADVANCED STAR PHARMACY DIP,DIP,"DIP,DUBAI,UAE",04-8851154,24.9736262,55.167997214845,"Emicool DIP DCP 4, Dubai Investments Park, Dubai, United Arab Emirates",,© OpenStreetMap contributors
1047,DXB,PHARMACY,NEW ADVANCED CARE PHARMACY LLC,INDUSTRIAL CITY,"SOUQ NO :4, SHOP NUMBER : 3,  SEIHSHOWEB 4, LABOUR CITY 2,  DUBAI INDUSTRIAL CITY  DUBAI UAE",04-3807807,24.894591,55.071416,"Building 4, Dubai Industrial City, Jebel Ali, DU, United Arab Emirates",,© OpenStreetMap contributors
1048,DXB,PHARMACY,ALQUOZ ADVANCED CARE PHARMACY LLC,AL QUOZ,"PASONS SHOPPING CENTER BUILDING, BEHIND JOTUN PAINT FACTORY,ALQUOZ -2, P.O BOX:283235,DUBAI,UAE",04-2355222,,,,,
1049,DXB,PHARMACY,NOVA ADVANCED CARE PHARMACY LLC,QUSAIS,"SHOP NO.73, GROUND FLOOR, WORLD TRADE CENTER, THE SOUKOPPO: SOUAD JWELLERY",04-2638227,25.223108,55.285827,"Ibis World Trade Centre, Za'abeel 2, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1050,DXB,PHARMACY,JEBAL ALI ADVANCED CARE PHARMACY LLC,JEBAL ALI,"CROWN MALL, GROUND FLOOR, SHOP NO 26 JEBAL ALI INDUSTRIAL AREA 1",04-5693777,25.176083,55.2212224,"Machu Picchu, SHOP NR 6 Jumeira Street, Jumeirah, Dubai, Jumeirah 3, United Arab Emirates",,© OpenStreetMap contributors
1051,DXB,PHARMACY,ALICO ADVANCED CAREPHARMACY L.L.C,DIP 1,"ALICO AL MADINA HYPERMARKET BUILDING, 44 STREET, DUBAI INVESTMENT PARK -1, DUBAI",04-3463099,25.264663,55.2919647,"Accurate Edge, 3 ground floor 3a Street, Al Souk Al Kabeer, Dubai, Bur Dubai, United Arab Emirates",,© OpenStreetMap contributors
1052,DXB,PHARMACY,ACCESS PHARMACY 2 (BR OF ASTER PHARMACIES GROUP LLC),MUHAISNA 2,"ACCESS CLINIC BUILDING, AL MUHAISINA-2, SONAPUR, NEAR TO BUS STATION",04-2637531,25.17610995,55.5447405413046,"Tassedecafe, 2 D50, Al Awir, DU, United Arab Emirates",0.15309,© OpenStreetMap contributors
1053,DXB,PHARMACY,ACCESS PHARMACY (BR OF ASTER PHARMACIES GROUP LLC),ALQOUZ,"AL ARIF BUILDING, GF-1, AL QOUZE-3, AL QOUZE",04-3807218,25.112654,55.193111,"1 Al Barsha, Al Barsha 1, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1054,DXB,PHARMACY,ACCESS PHARMACY 3 (BR OF ASTER PHARMACIES GROUP LLC),DIP 1,"SHOP NO:8, 550 SQFT.AT, PLOT # 597-874, DIP-2, NEAR TO ACCESS CLINIC DIP",04-8833862,25.0291053,55.2704598,"The Body Shop, Al Deem Street, Wadi Al Safa 7, Dubai, Arabian Ranches 2, United Arab Emirates",,© OpenStreetMap contributors
1055,DXB,PHARMACY,ASTER PHARMACY 2 (BR OF ASTER PHARMACIES GROUP LLC),DIP,"UNIT NO 4&5, GROUND FLOOR,CARREFOUR CENTRE, DUBAI INVESTMENT PARK",04-8858044,25.219357,55.284375,"2 Trade Center 2, Za'abeel, Za'abeel 2, Dubai, DU, United Arab Emirates",0.038766976744186,© OpenStreetMap contributors
1056,DXB,PHARMACY,ABRIS PHARMACY LLC,BUR DUBAI BUS STATION,"NEARBY DUBAI MUSEUM, MEENA BAZAR, AL FAHIDI STREET – COSMOS LANE - BUR DUBAI – AL SOUQ AL KABEER",04-3535357,25.2623727,55.2963265,"Bur Dubai, Al Souk Al Kabeer, Dubai, Bur Dubai, United Arab Emirates",,© OpenStreetMap contributors
1057,DXB,PHARMACY,JUPITER AL QUSAIS POLYCLINIC L.L.C PHARMACY,DAMASCUS ROAD,"NO. 207 SECOND FLOOR, AL MAZOON BLDG, DAMASCUS ROAD, AL QUSAIS - DUBAI",04-2630987,,,,,
1058,DXB,PHARMACY,AL MANKHOOL PHARMACY LLC,AL NAHDA 2,"TRIO 3,19 A ST - AL NAHDA - AL NAHDA 2 - DUBAI",04-2554427,25.080209,55.283596,"Dubai, DU, United Arab Emirates",,Who's On First
1059,DXB,PHARMACY,NEW MANKHOOL PHARMACY LLC,AL MANKHOOL,"VILLA NO 108 ,NEXT TO ADCB METRO STATION’S EXIT #2 SHEIKH KHALIFA BIN ZAYED ST - AL MANKHOOL - DUBAI",04-3858580,25.2378787890846,55.2942250057765,"Sheikh Khalifa Bin Zayed Street, Al Jafiliya, Dubai, Bur Dubai, United Arab Emirates",,© OpenStreetMap contributors
1060,DXB,PHARMACY,WESTON PHARMACY LLC,BURDUBAI,"ABDULLAH KHOORY BUILDING,ALMUSALLA RD,BURDUBAI-UAE",04-2652767,25.1296447,55.2097937,"The Lime Tree Cafe - Sheikh Zayed Road, Sheikh Zayed Road (South), Umm Al Sheif, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1061,DXB,PHARMACY,YOUR CENTER PHARMACY LLC,PRODUCTION CITY,"AFNAN3 SHOP NO 4 ME'AISEM FIRST ,MID TOWN,PRODUCTION CITY,DUBAI",04-3657000,25.291314,55.3969412,"NooK Curtains Dubai, Shop No 5 Amman Street, Al Qusais Industrial 4, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1062,DXB,PHARMACY,APL PHARMACY LLC,ZABEEL ST,"GROUND FLOOR, AL ARTI PLAZA, ZABEEL ST,DUBAI,UAE",04-6056046,25.187836,55.284686,"Al Wajeha Al Maeyah, Bussiness Bay, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1063,DXB,PHARMACY,OXFORD PHARMACY LLC,BURDUBAI,"SHOP#2, AL SHARAFI BUILDING,DUBAI,UAE",04-3925070,,,,,
1064,DXB,PHARMACY,LIVERPOOL PHARMACY L.L.C,BURDUBAI,"NEXT TO PALM BEACH HOTEL , KHALID BIN WALID ROAD,BURDUBAI,DUBAI,UAE",04-3349558,24.45123,54.35585,"Masjid Khālid Bin al Walīd, Al Bateen, Abu Dhabi, United Arab Emirates",,GeoNames
1065,DXB,PHARMACY,RALS HEALTHCARE(BR OF ABDULWAHED BIN SHABIB INVESTMENT GROUP L.L.C),JABAL ALI INDUSTRIAL 1,"AWS FAMILY RESIDENCE18, 57 STREETJABAL ALI INDUSTRIAL 1, JEBEL ALI, DUBAI",04-2275777,,,,,
1066,DXB,PHARMACY,ARIN CARE PHARMACY,MUHAISNAH 4TH,"MEZINENE FLOOR, TALAL PLAZA BLDG, MUHAISNAH 4TH, DUBAI,UAE",04-3952774,24.962221,55.148259,"2020 Plaza, Expo 2020 Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1067,DXB,PHARMACY,MODERN FAMILY PHARMACY LLC,UMMHURAIR,"04, UMM HURAIR BUILDING, OPP CIVIL DEFENCE ZABEEL ROAD, KARAMA, DUBAI - UAE. PO BOX: 30127",04-3343263,25.1563917,55.4107550633411,"04, Greece k, Warsan 1, Dubai, United Arab Emirates",,© OpenStreetMap contributors
1068,DXB,PHARMACY,MODERN FAMILY PHARMACY LLC Branch,ALBARSHA 1,"GROUND FLOOR. AL BARSHA- 1 , BUSINESS CENTRE, SHOP NO :6",04-3343263,25.112654,55.193111,"1 Al Barsha, Al Barsha 1, Dubai, DU, United Arab Emirates",1,© OpenStreetMap contributors
1069,DXB,PHARMACY,ASTER PHARMACY 174 (BR OF ASTER PHARMACIES GROUP L.L.C),DUBAI SPORTS CITY,"G-03,TAG RETAIL HUB 01,AL HEBIAH FOURTH, DUBAI SPORTS CITY, DUBAI",04-4486271,25.0319,55.21961,"Al Hebiah Fourth, DU, United Arab Emirates",,GeoNames
1070,DXB,PHARMACY,ASTER PHARMACY 184 (BR OF ASTER PHARMACIES GROUP L.L.C),"AL AAMAL STREET, BUSINESS BAY","RETAIL-01, ZADA TOWER, AL AAMAL STREET, BUSINESS BAY, DUBAI",04-4490062,25.26038,55.29891,"Bur Dubai, DU, United Arab Emirates",,GeoNames
1071,DXB,PHARMACY,ASTER PHARMACY 178 (BR OF ASTER PHARMACIES GROUP L.L.C),AL GHARBI STREET,"SHOP R02, WEST AVENUE, AL GHARBI STREET, MARINA, MARSA, DUBAI",04-2950979,25.07441555,55.1387737269052,"West Avenue Tower, Al Yahoom Street, Dubai Marina, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1072,DXB,PHARMACY,ASTER PHARMACY 188 (BR OF ASTER PHARMACIES GROUP L.L.C),DUNES STREET,"RETAIL-06, LOGGIA PLAZA, DUNES STREET, DUBAI SILICON OASIS, DUBAI",04-3497028,25.080209,55.283596,"Dubai, DU, United Arab Emirates",,Who's On First
1073,DXB,PHARMACY,ASTER PHARMACY 189 (BR OF ASTER PHARMACIES GROUP L.L.C),SILICON HEIGHTS 2 BUILDING,"SHOP 6, SILICON HEIGHTS 2 BUILDING, DUBAI SILICON OASIS, DUBAI",04-8324564,25.119946,55.397452,"Silicon Heights, Warisan, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1074,DXB,PHARMACY,ZEST PHARMACY 1 (BR OF ZEST WELLNESS PHARMACY L.L.C),"AL THANYA STREET,UMM AL SHEIF","SHOP NO. 9, AL THANYAH CENTER, WAITROSE THANYA, AL THANYA STREET, UMM AL SHEIF, DUBAI",04-8246485,25.26038,55.29891,"Bur Dubai, DU, United Arab Emirates",,GeoNames
1075,DXB,PHARMACY,ASTER ROYAL CLINIC SPRINGS SOUK PHARMACY BR OF D M HEALTHCARE L L C,"THE SPRING SOUK,","SHOP FF 24 AND FF 25, SPRINGS SOUK, AL THANYAH FOURTH, DUBAI",04-3288352,25.1792943,55.2467979,"25 22a Street, Al Safa, Dubai, Al Safa 1, United Arab Emirates",0.567,© OpenStreetMap contributors
1076,DXB,PHARMACY,FAITH AL KHAIL PHARMACY LLC,AL QUOZ 4,"SHOP. NO. 1A-1B AL KHAIL HEIGHTS BLDG. ,AL QUOZ 4, NEAR TO AL QUOZ GENERAL STAR TRADING DUBAI, UAE",04-554 2713,25.154285,55.252159,"Al Khail Heights 4A-4B, Al Qouz 3, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1077,DXB,PHARMACY,FAITH WALK PHARMACY LLC,AL NAHDA,"SHOP GM14 ,AMWAJ ROTANA JBR DUBAI UAE NEXT TO TEALICIOUS BUBBLE TEA,",04-579 9136,,,,,
1078,DXB,PHARMACY,FAITH AHLAN PHARMACY LLC,AL NAHDA,"SHOP NO. 8 AR 1 TOWER,AL NAHDA , DUBAI UAE",04-554 5847,25.158949,55.371707,"8 1 Street, Nadd Al Shiba, Dubai, DU, United Arab Emirates",0.3969,© OpenStreetMap contributors
1079,DXB,PHARMACY,SULTAN PHARMACY LLC,AL FAHIDI,"SHOP NO. 5-6 FADHLANI BLDG.,AL ESBIJ ST NEAR ASTORIA HOTEL AL FAHIDI, DUBAI",04-394 5392,25.0564633,55.2672808604466,"5 Wadi Al Safa 6 Street, Arabian Ranches, Dubai, United Arab Emirates",,© OpenStreetMap contributors
1080,DXB,PHARMACY,FAITH AL QUOZ PHARMACY LLC,AL QOUZ FIRST,"SHOP NO. 6 KING ABDULLAH AL MUHAIRI,AL QOUZ FIRST, AL QUOZ DUBAI",04-396 0422,25.168284,55.253511,"Al Quoz 1, Dubai, DU, United Arab Emirates",,Who's On First
1081,DXB,PHARMACY,FAITH HAYAA PHARMACY LLC,AL KAWANEEJ,"SHOP NO. 6 DEPARTMENT OF PEACEFUL AFFAIRS AND CHARITABLE ACTIVITIES,MASJID AL KHABEER ST, AL KAWANEEJ 2ND AL KHABEER, DUBAI UAE",04-445 8339,,,,,
1082,DXB,PHARMACY,MODERN PHARMACY L.L.C (BRANCH),"BURDUBAI,","BURDUBAI,AL ESBIJI ,AQIL MUSTAFA ABDUL AL NOORNEAR ASTORIA HOTEL, DUBAI,PO BOX-39803 DUBAI,UAE",04-2264747,,,,,
1083,DXB,PHARMACY,MODERN PHARMACY L.L.C (BRANCH),AL BARSHA 2,"AL BARSHA 2,AL ZAYED STREET,AL MASHROOM BUILDING,BESIDE GOLDEN SANS ARENCO BUILDING,DUBAI,PO BOX- 1885,UAE",04-4508540,25.2780047,55.3218643,"2 Al Rasheed Street, 2 Street, Deira, United Arab Emirates",0.9,© OpenStreetMap contributors
1084,DXB,PHARMACY,MODERN PHARMACY L.L.C (SATWA BRANCH),SATWA,"SATWA,STAL DIYAFA STREET, HILAH SALIM BLDG,BESIDE AL MALLAH RESTAURANT,DUBAI,UAE",04-3259855,,,,,
1085,DXB,PHARMACY,MODERN PHARMACY L.L.C (AL QUSAIS BRANCH),SHEIK RASHID COLONY,"SHEIK RASHID COLONY,3 B STREET ,MASJID AL ANSAR BUILDING,NEAR CEYLON BAKE HOUSE,AL QUSAIS ,PO BOX-48450,,DUBAI",04-2807089,25.124039,55.391623,"B-3 B Street, Warisan, Dubai, Dubai Silicon Oasis, United Arab Emirates",0.9,© OpenStreetMap contributors
1086,DXB,PHARMACY,MODERN PHARMACY LLC-(DEIRA),"AL MAKTOUM STREET,","DEIRA- ALRIQQA,AL MAKTOUM STREET,SHIEKHA MARIAM BUILDING,NEAR BANIYAS METRO STATION,DUBAI-PO BOX 1586,UAE",04-2223879,25.2767072,55.3625752,"Stadium Metro Station, Al Nahda Street, Al Twar, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1087,DXB,PHARMACY,MODERN CARE PHARMACY L.L.C,DEIRA WATERFRONT,"DEIRA WATERFRONT,CORNICH STREET,SHOP 22-23 MAITHA 1,DEIRA WATERFRONT ENRICHMENT,DEIRA, PO BOX- 48450,DUBAI",04-3686411,25.2289232,55.315372,"1 Oud Maitha Road, Zabeel, Dubai, Za'abeel, United Arab Emirates",0,© OpenStreetMap contributors
1088,DXB,PHARMACY,GRAND ADVANCED CARE PHARMACY LLC,DAMSCUS STREET,"AL FATTAN CHARITY BUILDING, NEAR EMIRATES NBD BANK, DAMSCUS STREET, AL QUSAIS, DUBAI,UAE",04-2985078,25.119699,55.203327,"Emirates NBD Bank, Al Barsha 1, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
1089,DXB,PHARMACY,MODERN FAMILY PHARMACY LLC BRANCH,"AL QOUZ IND.SECOND,","AL QOUZ IND.SECOND, WASL LABOUR CAMP, UNIT/VILLA NO. SHOP NO 5",056-2163669,25.134,55.24791,"Al Qouz Ind.Second, DU, United Arab Emirates",,GeoNames
1090,DXB,PHARMACY,HAFSA PHARMACY (BRANCH),DEIRA AL MURAR,"SHERINA 1-SHERINA PLAZA, AL-CORNICH,SHOP NO 2,3,4&14,NEAR GOLD SOUK METRO STATION,DEIRA AL MURAR,DUBAI,U.A.E",04 2614591,,,,,
1091,DXB,PHARMACY,MEDSTAR PHARMACY LLC,OUD METHA,"GULF TOWERS , OUD METHA",8002233,25.23396655,55.3134494093484,"Gulf Residence, 19th Street, Oud Metha, Dubai, Bur Dubai, United Arab Emirates",,© OpenStreetMap contributors
1092,DXB,PHARMACY,ASCENT PHARMACY L.L.C,SHEIKH KHALIFA BIN ZAYED ST,"SAEED AL THANI BUILDING - SHEIKH KHALIFA BIN ZAYED ST - UMM HURAIR 1BUR - UMM HURAIR 1 - DUBAI,UAE",04-2747001,25.28894495,55.3710196789502,"Al Thani Building, 4 1 Street, Al Nahda, Dubai, DU, United Arab Emirates",,© OpenStreetMap contributors
