SL_NO,EMIRATE,UAE_EMIRATE,PROVIDER_TYPE,PROVIDER_NAME,FACILITY_ID,AREA,ADDRESS,PHONE,GOOGLE_MAPS_LINK,WEBSITE,WHATSAPP,NOTES
DHA-F-0047375,DXB,DXB,PHARMACY,HIGHWAY PHARMACY  (AL SHAFAR GROUP OF PHARMACIES),DHA-F-0047375,DUBAI,"ENOC STATION, OPP. WASEL HOSPITAL",04-3375552,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001990,DXB,DXB,PHARMACY,ASTER PHARMACY 152(BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001990,JAFZA,"FOOD COURT 3,COMMERCIAL CENTER, JEBEL ALI FREE ZONE SOUTH, NEAR ACCESS CLINIC JAFZA",04-8809102,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000558,DXB,DXB,PHARMACY,ASTER PHARMACY 3 (BR OF ASTER PHARMACY L.L.C),DHA-F-0000558,DUBAI,"G32 GROUND FLOOR, DUBAI OUTLET MALL,",04-4437250,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047261,DXB,DXB,PHARMACY,UMM HURAIR PHARMACY  (AL SHAFAR GROUP OF PHARMACIES),DHA-F-0047261,AL MANARA,"G5&G6 - J3 MALL, AL MANARA, DUBAI",04-3383766,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001414,DXB,DXB,PHARMACY,ASTER PHARMACY 134 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001414,AL BARSHA,"GOLDEN SANDS BUILDING, BARSHA 1ST, AL BARSHA, NEAR TO LULU",04-3271483,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001300,DXB,DXB,PHARMACY,ASTER PHARMACY 130 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001300,SHEIKH ZAYED ROAD,"GROUND FLOOR , DUJA TOWER,TRADE CENTER FIRST, NEXT TO SHERATON GRAND HOTEL, SHEIK ZAYED ROAD",04-3866768,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045765,DXB,DXB,PHARMACY,ASTER MEDICOM(AL PHARABI),DHA-F-0045765,GOLD SOUQ,"GROUND FLOOR, AL HAYAM HOTEL, GOLD SOUQ, DUBAI",04-2264844,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047958,DXB,DXB,PHARMACY,ASTER TECOM PHARMACY,DHA-F-0047958,TECOM,"GROUND FLOOR, ICON TOWER, BEHIND BYBLOS HOTEL, BARSHA HEIGHT, TECOM",04 4534840,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045962,DXB,DXB,PHARMACY,PANACEA PHARMACY REEF,DHA-F-0045962,DEIRA,"GROUND FLOOR, REEF MALL,SALAH AL DIN ROAD, DEIRA, NEAR TO ANSAR GALLERY",04-2239805,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001606,DXB,DXB,PHARMACY,ASTER PHARMACY 138 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001606,AL KARAMA,"GROUND FLOOR, AL JABAR BUILDING, NEAR SUNRISE SUPERMARKET, AL KARAMA, DUBAI",04-3377329,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001175,DXB,DXB,PHARMACY,ASTER PHARMACY 129 (BR. OF ASTER PHARMACIES GROUP LLC),DHA-F-0001175,SATWA,"GROUND FLOOR,MARJANA PLAZA BUILDING, AL BADA, SATWA",04-3590530,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001163,DXB,DXB,PHARMACY,ASTER PHARMACY 124 (BR. ASTER PHARMACIES GROUP LLC),DHA-F-0001163,MARINA,"GROUND FLOOR,SUKOON TOWER, MARINA, DUBAI",04-5546282,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001122,DXB,DXB,PHARMACY,ASTER PHARMACY 126 (BR. OF ASTER PHARMACIES GROUP LLC),DHA-F-0001122,JUMEIRAH,"JUMERIAH, UMSUQUIM 1, NEAR MEDCARE CLINIC",04-3952213,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000337,DXB,DXB,PHARMACY,ASTER PHARMACY 1 (BR.ASTER PHARMACY),DHA-F-0000337,BUR DUBAI,"KALID BIN WALEED ROAD, BURDUBAI",04-3863800,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045884,DXB,DXB,PHARMACY,ASTER AL RAHA (AL RAHA PHARMACY),DHA-F-0045884,KHALID BIN WALEED ROAD,KHALID BIN WALEED RD - BUR DUBAI,04-3523383,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045895,DXB,DXB,PHARMACY,ASTER YACOUB PHARMACY,DHA-F-0045895,BUR DUBAI,"KHALID BIN WALEED ROAD, NEAR TO ADCB BANK, BANK STREET,BUR DUBAI",04-3523332,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045860,DXB,DXB,PHARMACY,ASTER AL MUSALLA PHARMACY,DHA-F-0045860,UMM SEQUM,"KHARBASH BUILDING,JUMERIAH ROAD,UMM SUQEM 1",04-3284548,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045922,DXB,DXB,PHARMACY,ASTER ALSHAFAR PHARMACY (BR OF ASTER AL SHAFAR PHARMACIES GROUP L.L.C) (FORMERLY LAMCY PHARMACY),DHA-F-0045922,KARAMA,"LAMCY PLAZA, 1ST FLOOR",04-3352727,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047116,DXB,DXB,PHARMACY,ASTER MEDICOM PHARMACY-14 (MADINA MALL PHARMACY),DHA-F-0047116,QUSAIS,"MADINA MALL, AL QUSAIS",04-2558733,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0046787,DXB,DXB,PHARMACY,PANACEA PHARMACY MADINAT (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0046787,JUMEIRAH,"MADINAT JUMERIAH SOUK,SHOP NO.90, UMM SUQEUM, JUMERIAH BEACH ROAD, NEAR TO BURJ AL ARAB HOTEL",04-3686123,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000854,DXB,DXB,PHARMACY,ASTER PHARMACY110 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0000854,KARAMA,"MANDARIN BUILDING, GROUND FLOOR, STREET 13A, OUD MEHTHA, NEAR LAMCY PLAZA",04-3963158,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0046093,DXB,DXB,PHARMACY,ASTER MEDICOM-6(MAZAYA PHARMACY),DHA-F-0046093,DUBAI,"MAZAYA CENTRE,SH ZAYED ROAD, DUBAI",04-3435522,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045891,DXB,DXB,PHARMACY,ASTER MEDICOM-2 (AL WASL PHARMACY),DHA-F-0045891,JUMEIRAH,"MERCATO CENTRE, JUMEIRA BEACH ROAD, DUBAI",04-3448333,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000934,DXB,DXB,PHARMACY,ASTER PHARMACY 116 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0000934,MIRDIFF,"MIRDIF COMMERCIAL COMPLEX, SHOP NO. 1 &2, MIRDIF, WESTZONE SUPER MARKET",04-2884190,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000989,DXB,DXB,PHARMACY,ASTER PHARMACY 113 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0000989,MIRDIFF,"MIRDIF MALL, UPTOWN MIRDIF,NEAR TO MEDCARE CLINIC, MIRDIF",04-2839542,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001415,DXB,DXB,PHARMACY,ASTER PHARMACY 109 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001415,MIRDIFF,"MIRDIFF BUILDING, NEAR TO DUBAI GEANT SUPERMARKET, GHUROOB COMMUNITY, MIRDIFF",04-4582727,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047892,DXB,DXB,PHARMACY,ASTER BETA (BETA PHARMACY),DHA-F-0047892,MIRDIFF,MIRDIFF CITY CENTRE,04-2840678,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000957,DXB,DXB,PHARMACY,ASTER PHARMACY 112 (BR OF ASTER PHARMACIES GRP),DHA-F-0000957,BUR DUBAI,"MOHAMED KHLIFA AL KHALAFI BUILDING, GROUND FLOOR,ROLLA STREET, AL RAFFA, BURDUBAI",04-3252920,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000921,DXB,DXB,PHARMACY,ASTER PHARMACY 111 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0000921,MUHAISNAH,"MUHAISINAH PLAZA BUILDING, SHOP NO.6,MUHAISANAH 4,LULU VILLAGE, NEAR THE INDIAN ACADEMY, BEHIND MADINA MALL",04-2593195,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045752,DXB,DXB,PHARMACY,ASTER UNION PHARMACY,DHA-F-0045752,BUR DUBAI,NEAR AL RAFA POLY CLINIC - BUR DUBAI,04-3935619,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045915,DXB,DXB,PHARMACY,ASTER IBN AL AZWAR PHARMACY,DHA-F-0045915,AL AWEER,NEAR EPPCO - AL AWEER,04-3331504,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045754,DXB,DXB,PHARMACY,ASTER RASHID PHARMACY,DHA-F-0045754,DEIRA,"NEAR GUEST LINE HOTEL ,RIGGA ROAD DEIRA",04 2211739,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045759,DXB,DXB,PHARMACY,AL QOUZ PHARMACY,DHA-F-0045759,AL QUOZ,NEAR KHALIFA SUPER MARKET - AL QOUZ,04-3384401,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047076,DXB,DXB,PHARMACY,ASTER AL WARQA PHARMACY,DHA-F-0047076,WARQA,NEAR MASS SUPER MARKET - WARQA,04-2801691,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0046871,DXB,DXB,PHARMACY,ASTER NEW AL QOUZ(NEW AL QUOZ PHARMACY),DHA-F-0046871,AL QUOZ,NEAR NEW GRAND MALL - AL QOUZ,04-3385854,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045788,DXB,DXB,PHARMACY,CENTRAL MARKET PHARMACY,DHA-F-0045788,QUSAIS,"NEAR TO DAFZA METRO STATION, AL QUSAIS,DUBAI",04-2613451,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045776,DXB,DXB,PHARMACY,ASTER AL SHIFA PHARMACY,DHA-F-0045776,KARAMA,NEAR UNION MEDICAL CENTRE - KARAMA,04-3969469,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047581,DXB,DXB,PHARMACY,ASTER MEDSAVE (MEDSAVE PHARMACY),DHA-F-0047581,MIRDIFF,"NEAR UNION NATIONAL BANK, MIRDIFF",04-2847600,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047005,DXB,DXB,PHARMACY,ASTER MEDICOM-10 (AL SABA PHARMACY),DHA-F-0047005,MIRDIFF,"NEAR UP TOWN MALL, MIRDIF, DUBAI",04-2885995,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000123,DXB,DXB,PHARMACY,ASTER JEBEL ALI  PHARMACY,DHA-F-0000123,JEBEL ALI,"NESTO HYPERMARKET, SHOP NO 5, JEBELALI",04 8840237,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000968,DXB,DXB,PHARMACY,ASTER PHARMACY 118 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0000968,ALNAHDA,"OBS BUILDING,GROUND FLOOR, SHOP NO.2, NEAR TO NMC HOSPITAL, AMMAN ROAD,AL NAHDA",04-2393397,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0046297,DXB,DXB,PHARMACY,ASTER MEDICOM-9 (AL QEMMA PHARMACY),DHA-F-0046297,QUSAIS,"OPP. AL QUSAIS POLICE STATION, AL QUSAIS, DUBAI",04-2640818,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0046887,DXB,DXB,PHARMACY,ASTER MEDICOM-11 (NEW FLAME PHARMACY),DHA-F-0046887,QUSAIS,"OPP. AL TOWAR CENTRE, AL QUSAIS, DUBAI",04-2611551,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045967,DXB,DXB,PHARMACY,ASTER AL JUMA PHARMACY,DHA-F-0045967,KARAMA,OPP. TO LULU CENTRE - KARAMA,04-3348981,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047612,DXB,DXB,PHARMACY,ASTER IQRA PHARMACY,DHA-F-0047612,DEIRA,"OPP: AL FUTHAIM MASJID, DEIRA",04 2289164,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0046677,DXB,DXB,PHARMACY,ASTER MEDICOM-13(HOME PHARMACY),DHA-F-0046677,BUR DUBAI,"OPPOSTIE :- KARAMA CENTRE, KARAMA, DUBAI",04-3977739,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
