SL_NO,PROVIDER_NAME,EMIRATE,PROVIDER_TYPE,INSURANCE_NETWORK,NOTES_EXCERPT
DHA-F-0045754,ASTER RASHID PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0045759,AL QOUZ PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0047076,ASTER AL WARQA PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0046871,ASTER NEW AL QOUZ(NEW AL QUOZ PHARMACY),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0045788,CENTRAL MARKET PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0045776,ASTER AL SHIFA PHARMACY,DXB,PHARMACY,Shifa/ADICO,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0047581,ASTER MEDSAVE (MEDSAVE PHARMACY),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0047005,ASTER MEDICOM-10 (AL SABA PHARMACY),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000123,ASTER JEBEL ALI  PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000968,ASTER PHARMACY 118 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0046297,ASTER MEDICOM-9 (AL QEMMA PHARMACY),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0046887,ASTER MEDICOM-11 (NEW FLAME PHARMACY),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0045967,ASTER AL JUMA PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0047612,ASTER IQRA PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0046677,ASTER MEDICOM-13(HOME PHARMACY),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000062,ASTER JBR PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001890,ASTER PHARMACY 205 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001896,ASTER PHARMACY 157(BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000310,ASTER DIP PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001694,ASTER PHARMACY 137 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001208,ASTER PHARMACY 127 ( BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000462,ASTER PHARMACY 98,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001736,ASTER PHARMACY 149(BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001362,ASTER PHARMACY 102  (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001661,ASTER PHARMACY 146(BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001586,ASTER PHARMACY 144 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000731,ASTER PHARMACY 5,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001360,ASTER PHARMACY 135 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001062,ASTER PHARMACY 114 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0002189,ASTER PHARMACY 131(BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001928,ASTER AL HAYAT PHARMACY(BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001663,ASTER PHARMACY 142 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001813,ASTER PHARMACY 148(BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001429,ASTER PHARMACY 136 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001685,ASTER PHARMACY 141 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001016,ASTER PHARMACY 117 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000274,NEW ASTER PHARMACY JLT,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0002365,ASTER DCC PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001164,ASTER PHARMACY 119 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001662,ASTER PHARMACY 145(BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0002267,ASTER PHARMACY 150 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001074,ASTER PHARMACY 123,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001854,ASTER PHARMACY 201 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0046319,SARA PHARMACY  (AL SHAFAR GROUP OF PHARMACIES),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0047597,AL FARDOOS PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001865,ASTER PHARMACY 143(BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0045955,ASTER MEDICOM-4(TOWN  PHARMACY),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0045760,ASTER MEDICOM-1 (AL JAMEYA PHARMACY),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0046629,AWEER SOCIETY PHARMACY (AL SHAFAR GROUP OF PHARMACIES),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0047099,UPTOWN PHARMACY  (AL SHAFAR GROUP OF PHARMACIES),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0046254,DORRA PHARMACY (AL SHAFAR GROUP OF PHARMACIES),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0047690,ASTER MEDSHOP GARDENS (MEDSHOP GARDENS PHARMACY),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0002484,ASTER PHARMACY 155 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0002561,ASTER PHARMACY 156 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000514,NICE LIFE PHARMACY (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-1521672,ASTER MEDICAL CENTER PHARMACY AL MUHAISNA BR OF DM HEALTHCARE LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-3750450,ASTER PHARMACY 206 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-7571486,ASTER PHARMACIES GROUP BRANCH EXPO 2020,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0201227,ASTER HOSPITAL PHARMACY SONAPUR,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-2755440,ASTER PHARMACY 165 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-8484963,ASTER PHARMACY 162 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-4374378,ASTER PHARMACY 167 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-2899474,ASTER PHARMACY 170 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0980953,ASTER PHARMACY 173 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001167,ASTER PHARMACY (DUBAL BRANCH),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0002579,ZABEEL PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-7929256,ASTER PHARMACY 104 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-1294125,ASTER PHARMACY 160 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-1088677,ASTER PHARMACY 164 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0526794,ASTER PHARMACY 161 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-4601852,ASTER PHARMACY 168 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-8981276,ASTER PHARMACY 169 ( BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-9902123,ASTER PHARMACY 172 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-2299095,ASTER PHARMACY 175 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-1185467,ASTER PHARMACIES GROUP LLC (DMCC BRANCH),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-8519014,DRAGON PHARMACY (BR OF ASTER AL SHAFAR PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-5987196,MEDCARE MEDICAL CENTRE BARSHA SOUTH PHARMACY BR OF MEDCARE HOSPITAL LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-9900420,ASTER MEDICAL CENTRE  ARABIAN RANCHES PHARMACY BR OF DM HEALTHCARE LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-4207640,ASTER PHARMACY 166 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0297643,ASTER PHARMACY 179 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0773878,ASTER PHARMACY 181 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-9638740,ASTER PHARMACY 182 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-1977773,ASTER PHARMACY 180 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-4055326,ASTER PHARMACY 183 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-6478301,ASTER ROYAL CLINIC DOWNTOWN PHARAMCY BR OF DM HEALTHCARE LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0630677,ASTER PHARMACY 176 ( BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001551,CEDARS JEBEL ALI INTL HOSPITAL PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001196,AL RAFA HOSPITAL PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-3663094,ASTER DAY SURGERY CENTRE PHARMACY - MANKHOOL,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0002448,ASTER HOSPITAL- AL QUSAIS-PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0002188,ASHTREE PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001767,FAJR AL MADINA PHARMACY L.L.C,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0002375,FAJR AL MADINA PHARMACY L.L.C BRANCH,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-8418028,AL SHIFA UROPI PHARMACY DWC-LLC,DXB,PHARMACY,Shifa/ADICO,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0046367,AL RAWDA PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001746,AL RAWDA PHARMACY LLC BRANCH,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-4996655,SONAPUR STAR PHARMACY L.L.C (FORMERLY AL QUSAIS STAR PHARMACY(LLC) (BRANCH)),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001258,NEW AL NEEM PHARMACY L.L.C ( AL NEEM GROUP),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0002229,AL NEEM GREEN PHARMACY L.L.C(AL NEEM GROUP),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0002324,AL NEEM GRAND PHARMACY L.L.C(AL NEEM GROUP),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0046357,NEW AL SHAIMAA PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-2055962,SHAJARAT AL NEEM PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-3744162,LIWAN PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001725,AL NEEM PHARMACY L.L.C BRANCH(AL NEEM GROUP),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000978,AL NEEM PHARMACY L.L.C JAFZA (W)BRANCH(AL NEEM GROUP),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000209,AL NEEM PHARMACY L.L.C  (AL NEEM GROUP),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-1866092,ALMURJAN PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-2553296,AL BARSHA AL NOOR POLYCLINIC PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-7714515,HEALTHHUBPHARMACY BR.AL FUTTAIM HEALTHCARE-MUTEENA,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0845339,HEALTHHUBPHARMACY KARAMA,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-2331821,HEALTHHUBPHARMACY BR.AL FUTTAIM HEALTHCARE AL NAHDA 2,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0047413,ADVANCED CARE PHARMACY LLC-AL QUOZ-(ADVANCED GROUP),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000348,ADVANCED CARE PLUS PHARMACY LLC-JABEL ALI-(ADVANCED GROUP),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000554,ADVANCED STAR PHARMACY LLC-DIP-(ADVANCED GROUP),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0002332,NEW ADVANCED CARE PHARMACY LLC (ADVANCE CARE GROUP),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-8864498,ALQUOZ ADVANCED CARE PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0002245,NOVA ADVANCED CARE PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-4636657,JEBAL ALI ADVANCED CARE PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-5820289,ALICO ADVANCED CAREPHARMACY L.L.C,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001029,ACCESS PHARMACY 2 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000994,ACCESS PHARMACY AL QOUZ (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001276,ACCESS PHARMACY 3 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000726,ASTER PHARMACY 2 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0002032,ABRIS PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0455851,JUPITER AL QUSAIS POLYCLINIC L.L.C PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0045882,AL  MANKHOOL PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000165,NEW MANKHOOL PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0001686,WESTON PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-5888133,YOUR CENTER PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-3921649,APL PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-5052933,OXFORD PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-8557893,LIVERPOOL PHARMACY L.L.C,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-8754300,RALS PHARMACY( BR OF ABD ULWAHED BIN SHABIB INVESTMENT GROUP L.L.C),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-1427542,ARIN CARE PHARMACY,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0000366,MODERN FAMILY PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-7663290,MODERN FAMILY  PHARMACY LLC  BRANCH,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0123281,ASTER PHARMACY 174 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-8759214,ASTER PHARMACY 184 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-1608191,ASTER PHARMACY 178 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-9530629,ASTER PHARMACY 188 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-4129358,ASTER PHARMACY 189 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-7605155,ZEST PHARMACY 1 (BR OF ZEST WELLNESS PHARMACY L.L.C),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-1422324,ASTER ROYAL CLINIC SPRINGS SOUK PHARMACY BR OF D M HEALTHCARE L L C,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-3392934,FAITH AL KHAIL PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-6951770,FAITH WALK PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-6930572,FAITH AHLAN PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0045871,SULTAN PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0707588,FAITH AL QUOZ PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-6382248,FAITH HAYAA PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-4536814,MODERN PHARMACY L.L.C (BRANCH),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-4475290,MODERN PHARMACY L.L.C (BRANCH),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-7222058,MODERN PHARMACY L.L.C (SATWA BRANCH),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0063958,MODERN PHARMACY L.L.C (AL QUSAIS BRANCH),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-0045898,MODERN PHARMACY LLC-(DEIRA),DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-6308104,MODERN CARE PHARMACY L.L.C,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-8259264,GRAND ADVANCED CARE PHARMACY LLC,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
DHA-F-9035847,MODERN FAMILY PHARMACY LLC BRANCH,DXB,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
